side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th,daily_no_sell,daily_no_buy,daily_sig_dir,daily_sig_type,pnl,entry_px,entry_idx
buy,26024,189.76,557.7464923315929,0.0,OPEN_LONG pred_ret=1.02%,2019/04/26 07:10,buy,2s,1.019344687461853,0.9999999999999996,0,0,,,,,
sell,26068,189.66,557.7464923315929,0.0,CLOSE_LONG pred_ret=0.61%,2019/04/26 10:50,sell,2,0.6138935685157776,0.4999999999999998,0,0,,,-55.77464923315612,189.76,26024.0
buy,26172,190.92,554.0655758202907,0.0,OPEN_LONG pred_ret=1.18%,2019/04/29 05:00,buy,3a,1.1793581247329712,0.9999999999999996,0,0,,,,,
sell,26225,190.78,554.0655758202907,0.0,CLOSE_LONG pred_ret=0.79%,2019/04/29 09:35,sell,2s,0.7850590944290161,0.4999999999999998,0,0,,,-77.56918061483314,190.92,26172.0
buy,26231,190.51,554.8508243923944,0.0,OPEN_LONG pred_ret=1.25%,2019/04/29 10:05,buy,1,1.2506859302520752,0.9999999999999996,0,0,,,,,
sell,26235,190.82,554.8508243923944,0.0,CLOSE_LONG pred_ret=0.94%,2019/04/29 10:25,sell,2s,0.9396835565567017,0.4999999999999998,0,0,,,172.00375556164354,190.51,26231.0
buy,26245,190.82,554.8508243923944,0.0,OPEN_LONG pred_ret=1.20%,2019/04/29 11:15,buy,2,1.1966606378555298,0.9999999999999996,0,0,,,,,
sell,26264,191.14,554.8508243923944,0.0,CLOSE_LONG pred_ret=0.65%,2019/04/29 12:50,sell,1p,0.6487759947776794,0.4999999999999998,0,0,,,177.55226380556243,190.82,26245.0
buy,26274,190.9,555.5483843602004,0.0,OPEN_LONG pred_ret=1.07%,2019/04/29 13:40,buy,2s,1.0658992528915405,0.9999999999999996,0,0,,,,,
sell,26279,191.14,555.5483843602004,0.0,CLOSE_LONG pred_ret=0.73%,2019/04/29 14:05,sell,1,0.7295569181442261,0.4999999999999998,0,0,,,133.33161224643737,190.9,26274.0
buy,26292,191.12,555.6065204406065,0.0,OPEN_LONG pred_ret=1.18%,2019/04/29 15:10,buy,2s,1.1769638061523438,0.9999999999999996,0,0,,,,,
sell,26320,189.95,555.6065204406065,0.0,CLOSE_LONG pred_ret=0.51%,2019/04/29 17:30,sell,2,0.5086550116539001,0.4999999999999998,0,0,,,-650.0596289155184,191.12,26292.0
buy,26347,189.74,556.2214533450679,0.0,OPEN_LONG pred_ret=1.46%,2019/04/29 19:50,buy,1p,1.4569302797317505,0.9999999999999996,0,0,,,,,
sell,26366,189.8,556.2214533450679,0.0,CLOSE_LONG pred_ret=0.13%,2019/04/30 05:45,sell,2s,0.13002446293830872,-0.5,0,0,,,33.373287200705334,189.74,26347.0
buy,26475,189.35,557.5433421964293,0.0,OPEN_LONG pred_ret=1.72%,2019/04/30 15:15,buy,2s,1.7204827070236206,1.6999999999999993,0,0,,,,,
sell,26483,189.56,557.5433421964293,0.0,CLOSE_LONG pred_ret=0.15%,2019/04/30 15:55,sell,2,0.1526375263929367,-0.5,0,0,,,117.0841018612546,189.35,26475.0
buy,27504,185.89,568.5508416093128,0.0,OPEN_LONG pred_ret=1.62%,2019/05/08 08:45,buy,2s,1.6217697858810425,-0.5,0,0,,,,,
sell,27531,186.76,568.5508416093128,0.0,CLOSE_LONG pred_ret=1.29%,2019/05/08 11:00,sell,1,1.2888582944869995,-0.5,0,0,,,494.6392322001047,185.89,27504.0
buy,27538,186.0,570.8739525750283,0.0,OPEN_LONG pred_ret=1.53%,2019/05/08 11:35,buy,2s,1.5332826375961304,-0.5,0,0,,,,,
sell,27549,186.41,570.8739525750283,0.0,CLOSE_LONG pred_ret=1.12%,2019/05/08 12:30,sell,2,1.1153579950332642,-0.5,0,0,,,234.05832055575965,186.0,27538.0
buy,27569,186.205,571.5024489112054,0.0,OPEN_LONG pred_ret=1.58%,2019/05/08 14:10,buy,2s,1.5775134563446045,-0.5,0,0,,,,,
sell,27575,186.66,571.5024489112054,0.0,CLOSE_LONG pred_ret=1.07%,2019/05/08 14:40,sell,2s,1.0728659629821777,-0.5,0,0,,,260.0336142545894,186.205,27569.0
buy,27589,185.96,573.6537272196472,0.0,OPEN_LONG pred_ret=1.07%,2019/05/08 15:50,buy,2s,1.074652910232544,-0.5,0,0,,,,,
sell,27646,184.3,573.6537272196472,0.0,CLOSE_LONG pred_ret=1.21%,2019/05/09 04:40,sell,3a,1.211893081665039,-0.5,0,0,,,-952.2651871846124,185.96,27589.0
buy,27656,184.36,573.4670314958829,0.0,OPEN_LONG pred_ret=1.37%,2019/05/09 05:35,buy,2,1.3711973428726196,1.3499999999999996,0,0,,,,,
sell,27670,184.65,573.4670314958829,0.0,CLOSE_LONG pred_ret=0.97%,2019/05/09 06:45,sell,1p,0.9747035503387451,-0.5,0,0,,,166.30543913380149,184.36,27656.0
buy,27770,183.95,575.6492925562097,0.0,OPEN_LONG pred_ret=1.35%,2019/05/09 15:05,buy,1p,1.353409767150879,1.3499999999999996,0,0,,,,,
sell,27775,184.93,575.6492925562097,0.0,CLOSE_LONG pred_ret=0.83%,2019/05/09 15:30,sell,2s,0.8251280188560486,-0.5,0,0,,,564.136306705096,183.95,27770.0
buy,27872,183.89,578.9049087629554,0.0,OPEN_LONG pred_ret=1.57%,2019/05/10 07:55,buy,1,1.5707134008407593,1.4999999999999996,0,0,,,,,
sell,27885,183.98,578.9049087629554,0.0,CLOSE_LONG pred_ret=1.12%,2019/05/10 09:00,sell,3a,1.1213035583496094,0.9499999999999997,0,0,,,52.10144178866796,183.89,27872.0
buy,27879,183.38,580.7990245076264,0.0,OPEN_LONG pred_ret=2.31%,2019/05/10 08:30,buy,2s,2.313826084136963,1.4999999999999996,0,0,,,,,
sell,27927,183.24,580.7990245076264,0.0,CLOSE_LONG pred_ret=0.96%,2019/05/10 12:30,sell,3a,0.964939296245575,0.9499999999999997,0,0,,,-81.31186343105978,183.38,27879.0
buy,28009,182.0,584.7561167625136,0.0,OPEN_LONG pred_ret=1.57%,2019/05/13 04:00,buy,1,1.574637532234192,1.4999999999999996,1,0,buy,2s,,,
sell,28273,180.19,584.7561167625136,0.0,CLOSE_LONG pred_ret=3.19%,2019/05/14 10:15,sell,1p,3.1881086826324463,-0.5,0,0,,,-1058.408571340151,182.0,28009.0
buy,28765,183.87,573.0527257270752,0.0,OPEN_LONG pred_ret=1.24%,2019/05/17 04:40,buy,1,1.241236686706543,1.1499999999999997,0,0,,,,,
sell,28776,184.24,573.0527257270752,0.0,CLOSE_LONG pred_ret=2.92%,2019/05/17 05:35,sell,3a,2.9241843223571777,-0.5,0,0,,,212.02950851902042,183.87,28765.0
buy,28799,183.68,574.7998376957554,0.0,OPEN_LONG pred_ret=1.23%,2019/05/17 07:30,buy,1p,1.2343827486038208,1.1499999999999997,0,0,,,,,
sell,28838,184.58,574.7998376957554,0.0,CLOSE_LONG pred_ret=3.75%,2019/05/17 10:45,sell,1p,3.7526614665985107,-0.5,0,0,,,517.3198539261831,183.68,28799.0
buy,28855,183.86,577.0507671156453,0.0,OPEN_LONG pred_ret=1.16%,2019/05/17 12:10,buy,2s,1.160766839981079,1.1499999999999997,0,0,,,,,
sell,28861,184.44,577.0507671156453,0.0,CLOSE_LONG pred_ret=3.39%,2019/05/17 12:40,sell,2,3.389683961868286,-0.5,0,0,,,334.6894449270651,183.86,28855.0
buy,28889,183.75,579.2176516288959,0.0,OPEN_LONG pred_ret=1.38%,2019/05/17 15:00,buy,2s,1.3840479850769043,1.1499999999999997,0,0,,,,,
sell,29149,181.23,579.2176516288959,0.0,CLOSE_LONG pred_ret=1.02%,2019/05/21 05:30,sell,1,1.0248950719833374,-0.5,0,0,,,-1459.6284821048234,183.75,28889.0
buy,29173,181.28,579.0578938917961,0.0,OPEN_LONG pred_ret=2.32%,2019/05/21 07:30,buy,3a,2.322455883026123,2.2499999999999996,0,0,,,,,
sell,29197,181.72,579.0578938917961,0.0,CLOSE_LONG pred_ret=2.42%,2019/05/21 09:30,sell,2,2.4167559146881104,-0.5,0,0,,,254.78547331238897,181.28,29173.0
buy,29204,181.16,580.8478719254647,0.0,OPEN_LONG pred_ret=2.29%,2019/05/21 10:05,buy,3a,2.291090488433838,2.2499999999999996,0,0,,,,,
sell,29209,181.6,580.8478719254647,0.0,CLOSE_LONG pred_ret=1.27%,2019/05/21 10:30,sell,2,1.2687221765518188,-0.5,0,0,,,255.57306364720313,181.16,29204.0
buy,29316,181.11,582.4193779562938,0.0,OPEN_LONG pred_ret=2.39%,2019/05/22 04:00,buy,1p,2.3895459175109863,2.1999999999999993,0,0,,,,,
sell,29685,179.37,582.4193779562938,0.0,CLOSE_LONG pred_ret=0.72%,2019/05/24 04:00,sell,1p,0.7174215316772461,0.4999999999999998,0,0,,,-1013.4097176439566,181.11,29316.0
buy,29801,178.49,585.2908500421336,0.0,OPEN_LONG pred_ret=3.93%,2019/05/24 14:15,buy,1,3.9292690753936768,2.0499999999999994,0,0,,,,,
sell,29880,178.39,585.2908500421336,0.0,CLOSE_LONG pred_ret=0.69%,2019/05/28 05:55,sell,3a,0.6920515894889832,0.5499999999999998,0,0,,,-58.529085004226665,178.49,29801.0
buy,29884,177.84,587.1009600709414,0.0,OPEN_LONG pred_ret=4.03%,2019/05/28 06:15,buy,1p,4.025773048400879,2.499999999999999,0,0,,,,,
sell,29922,179.15,587.1009600709414,0.0,CLOSE_LONG pred_ret=0.62%,2019/05/28 09:30,sell,1p,0.6214108467102051,0.5499999999999998,0,0,,,769.1022576929345,177.84,29884.0
buy,29981,178.43,589.4700274433063,0.0,OPEN_LONG pred_ret=4.05%,2019/05/28 14:25,buy,1p,4.0511474609375,2.499999999999999,0,0,,,,,
sell,30068,176.36,589.4700274433063,0.0,CLOSE_LONG pred_ret=1.66%,2019/05/29 06:10,sell,3a,1.657327651977539,1.6499999999999995,0,0,,,-1220.20295680764,178.43,29981.0
buy,30090,176.22,589.9383386670157,0.0,OPEN_LONG pred_ret=2.37%,2019/05/29 08:00,buy,2,2.3653512001037598,2.2999999999999994,0,0,,,,,
sell,30249,176.7,589.9383386670157,0.0,CLOSE_LONG pred_ret=1.78%,2019/05/30 05:45,sell,1,1.7839552164077759,1.5999999999999996,0,0,,,283.1704025601615,176.22,30090.0
buy,30264,176.33,591.1762289029755,0.0,OPEN_LONG pred_ret=1.95%,2019/05/30 07:05,buy,2s,1.9531903266906738,-0.5,0,0,,,,,
sell,30283,176.73,591.1762289029755,0.0,CLOSE_LONG pred_ret=1.68%,2019/05/30 08:40,sell,1,1.6829092502593994,1.5999999999999996,0,0,,,236.47049156117674,176.33,30264.0
buy,30321,176.4115,592.2435608450858,0.0,OPEN_LONG pred_ret=1.98%,2019/05/30 11:50,buy,2s,1.9830001592636108,-0.5,0,0,,,,,
sell,30442,174.2,592.2435608450858,0.0,CLOSE_LONG pred_ret=1.58%,2019/05/31 06:30,sell,3a,1.5786197185516357,-0.5,0,0,,,-1309.7466348089076,176.4115,30321.0
buy,30598,172.65,597.5605461871644,0.0,OPEN_LONG pred_ret=2.33%,2019/06/03 04:00,buy,1p,2.331186294555664,2.2999999999999994,0,0,,,,,
sell,30682,172.7,597.5605461871644,0.0,CLOSE_LONG pred_ret=1.65%,2019/06/03 11:05,sell,2,1.6506285667419434,1.6499999999999995,0,0,,,29.87802730934803,172.65,30598.0
buy,30695,171.465,601.8645573529483,0.0,OPEN_LONG pred_ret=2.95%,2019/06/03 12:10,buy,1p,2.9542481899261475,2.2999999999999994,0,0,,,,,
sell,30842,171.88,601.8645573529483,0.0,CLOSE_LONG pred_ret=2.30%,2019/06/04 08:35,sell,1p,2.2989935874938965,-0.5,0,0,,,249.77379130146875,171.465,30695.0
buy,30857,171.6204,602.7749621713081,0.0,OPEN_LONG pred_ret=2.27%,2019/06/04 09:50,buy,2s,2.271085500717163,1.9499999999999993,0,0,,,,,
sell,30862,172.27,602.7749621713081,0.0,CLOSE_LONG pred_ret=2.14%,2019/06/04 10:15,sell,1,2.1377439498901367,-0.5,0,0,,,391.5626154264943,171.6204,30857.0
buy,31247,175.89,590.3692235672935,0.0,OPEN_LONG pred_ret=1.10%,2019/06/06 10:25,buy,2s,1.1014024019241333,0.7499999999999998,0,0,,,,,
sell,31260,176.8645,590.3692235672935,0.0,CLOSE_LONG pred_ret=2.36%,2019/06/06 11:30,sell,1,2.3566226959228516,2.349999999999999,0,0,,,575.3148083663311,175.89,31247.0
buy,31673,183.18,570.0150537264852,0.0,OPEN_LONG pred_ret=0.90%,2019/06/10 15:45,buy,2s,0.8979977369308472,0.6999999999999997,0,0,,,,,
sell,32505,183.55,570.0150537264852,0.0,CLOSE_LONG pred_ret=1.95%,2019/06/17 09:40,sell,1,1.9465389251708984,1.7499999999999996,0,0,,,210.90556987880214,183.18,31673.0
buy,32623,183.61,569.8287844425487,0.0,OPEN_LONG pred_ret=0.75%,2019/06/18 04:00,buy,2,0.7465438842773438,-0.5,0,0,,,,,
sell,32628,184.85,569.8287844425487,0.0,CLOSE_LONG pred_ret=1.55%,2019/06/18 04:25,sell,1p,1.5482449531555176,1.2499999999999996,0,0,,,706.5876927087494,183.61,32623.0
buy,32762,186.41,565.0600869277674,0.0,OPEN_LONG pred_ret=1.07%,2019/06/18 15:55,buy,1p,1.0688912868499756,-0.5,0,0,,,,,
sell,32766,186.58,565.0600869277674,0.0,CLOSE_LONG pred_ret=1.57%,2019/06/18 16:15,sell,2s,1.572059988975525,1.2499999999999996,0,0,,,96.06021477772946,186.41,32762.0
buy,32874,186.09,566.5479661399476,0.0,OPEN_LONG pred_ret=0.53%,2019/06/19 09:35,buy,1,0.5259649753570557,-0.5,0,0,,,,,
sell,32981,187.55,566.5479661399476,0.0,CLOSE_LONG pred_ret=1.79%,2019/06/19 18:50,sell,2s,1.7942067384719849,1.7499999999999996,0,0,,,827.1600305643279,186.09,32874.0
buy,33024,189.58,560.4814381767442,0.0,OPEN_LONG pred_ret=0.67%,2019/06/20 06:30,buy,3a,0.6688650250434875,-0.5,0,0,,,,,
sell,33048,190.17,560.4814381767442,0.0,CLOSE_LONG pred_ret=1.83%,2019/06/20 08:30,sell,1p,1.8335689306259155,1.7499999999999996,0,0,,,330.68404852426505,189.58,33024.0
buy,33541,187.79,567.5848293203654,0.0,OPEN_LONG pred_ret=2.19%,2019/06/25 04:00,buy,1,2.190859794616699,-0.5,0,0,,,,,
sell,33730,185.52,567.5848293203654,0.0,CLOSE_LONG pred_ret=0.73%,2019/06/26 04:40,sell,1p,0.7270691990852356,0.5999999999999996,0,0,,,-1288.4175625572193,187.79,33541.0
buy,33768,186.38,564.9658629440617,0.0,OPEN_LONG pred_ret=1.76%,2019/06/26 08:00,buy,2s,1.7561166286468506,-0.5,0,0,,,,,
sell,33786,186.565,564.9658629440617,0.0,CLOSE_LONG pred_ret=0.83%,2019/06/26 09:30,sell,1,0.828404426574707,0.5999999999999996,0,0,,,104.5186846446527,186.38,33768.0
buy,33794,186.48,565.2233817039836,0.0,OPEN_LONG pred_ret=2.30%,2019/06/26 10:10,buy,3a,2.2976491451263428,-0.5,0,0,,,,,
sell,33816,186.52,565.2233817039836,0.0,CLOSE_LONG pred_ret=0.62%,2019/06/26 12:00,sell,2,0.6188640594482422,0.5999999999999996,0,0,,,22.60893526817091,186.48,33794.0
buy,33834,185.91,567.0779686699318,0.0,OPEN_LONG pred_ret=2.01%,2019/06/26 13:30,buy,1p,2.0098259449005127,-0.5,0,0,,,,,
sell,33952,186.16,567.0779686699318,0.0,CLOSE_LONG pred_ret=0.76%,2019/06/27 08:00,sell,1,0.7603358626365662,0.5499999999999998,0,0,,,141.76949216748295,185.91,33834.0
buy,34025,186.68,565.4983643003777,0.0,OPEN_LONG pred_ret=2.90%,2019/06/27 14:05,buy,2s,2.900928258895874,2.4499999999999993,0,0,,,,,
sell,34055,186.74,565.4983643003777,0.0,CLOSE_LONG pred_ret=0.90%,2019/06/27 16:35,sell,2s,0.8979254961013794,0.5499999999999998,0,0,,,33.929901858023946,186.68,34025.0
buy,34098,186.8,565.3167267101313,0.0,OPEN_LONG pred_ret=2.95%,2019/06/28 06:35,buy,2s,2.9512243270874023,2.3999999999999995,0,0,,,,,
sell,34120,186.89,565.3167267101313,0.0,CLOSE_LONG pred_ret=0.77%,2019/06/28 08:35,sell,2,0.7678923010826111,0.5999999999999996,0,0,,,50.87850540389768,186.8,34098.0
buy,34137,186.14,567.5945151759774,0.0,OPEN_LONG pred_ret=2.50%,2019/06/28 10:00,buy,2s,2.49507474899292,2.3999999999999995,0,0,,,,,
sell,34154,186.545,567.5945151759774,0.0,CLOSE_LONG pred_ret=0.80%,2019/06/28 11:25,sell,2,0.8010343909263611,0.5999999999999996,0,0,,,229.8757786462715,186.14,34137.0
buy,34174,186.8,566.8196939695005,0.0,OPEN_LONG pred_ret=2.84%,2019/06/28 13:05,buy,2s,2.844909191131592,2.3999999999999995,0,0,,,,,
sell,34193,186.42,566.8196939695005,0.0,CLOSE_LONG pred_ret=0.85%,2019/06/28 14:40,sell,2s,0.8450437784194946,0.5999999999999996,0,0,,,-215.39148370842372,186.8,34174.0
buy,34921,190.34,555.1461981180744,0.0,OPEN_LONG pred_ret=1.00%,2019/07/08 04:00,buy,2s,1.0012450218200684,0.9499999999999997,0,0,,,,,
sell,35198,190.51,555.1461981180744,0.0,CLOSE_LONG pred_ret=1.21%,2019/07/09 12:40,sell,1,1.207348108291626,-0.5,0,0,,,94.3748536800657,190.34,34921.0
buy,36012,194.12,544.8222862326104,0.0,OPEN_LONG pred_ret=1.27%,2019/07/16 06:50,buy,1p,1.270474910736084,1.0499999999999996,0,0,,,,,
sell,36160,193.49,544.8222862326104,0.0,CLOSE_LONG pred_ret=0.53%,2019/07/17 04:00,sell,1,0.5259638428688049,-0.5,0,0,,,-343.2380403265421,194.12,36012.0
buy,36426,190.72,552.7352357547597,0.0,OPEN_LONG pred_ret=1.80%,2019/07/18 11:45,buy,1,1.802716851234436,1.5499999999999994,0,0,,,,,
sell,36502,193.71,552.7352357547597,0.0,CLOSE_LONG pred_ret=0.66%,2019/07/18 18:05,sell,1p,0.6588129997253418,0.4999999999999998,0,0,,,1652.6783549067366,190.72,36426.0
buy,36632,192.31,556.7590999846836,0.0,OPEN_LONG pred_ret=1.72%,2019/07/19 13:35,buy,2,1.716294288635254,1.6499999999999995,0,0,,,,,
sell,36752,191.6,556.7590999846836,0.0,CLOSE_LONG pred_ret=0.66%,2019/07/22 08:20,sell,1p,0.6626976728439331,-0.5,0,0,,,-395.2989609891298,192.31,36632.0
buy,37076,192.85,553.1503425308031,0.0,OPEN_LONG pred_ret=1.03%,2019/07/24 04:35,buy,2,1.0304173231124878,0.9499999999999997,0,0,,,,,
sell,37136,193.81,553.1503425308031,0.0,CLOSE_LONG pred_ret=1.90%,2019/07/24 09:50,sell,1,1.8992035388946533,1.8499999999999996,0,0,,,531.0243288295753,192.85,37076.0
buy,37330,193.51,554.0078956430931,0.0,OPEN_LONG pred_ret=0.94%,2019/07/25 10:25,buy,1,0.9442509412765503,0.8999999999999997,0,0,,,,,
sell,37418,194.41,554.0078956430931,0.0,CLOSE_LONG pred_ret=1.86%,2019/07/25 17:45,sell,1p,1.8601597547531128,1.8499999999999996,0,0,,,498.60710607878696,193.51,37330.0
buy,37805,193.97,555.2646027322459,0.0,OPEN_LONG pred_ret=1.42%,2019/07/30 04:50,buy,2s,1.4207592010498047,1.1499999999999997,0,0,,,,,
sell,37846,193.42,555.2646027322459,0.0,CLOSE_LONG pred_ret=1.14%,2019/07/30 08:20,sell,2,1.1395578384399414,1.0499999999999996,0,0,,,-305.39553150274156,193.97,37805.0
buy,37852,193.06,556.3000075648555,0.0,OPEN_LONG pred_ret=2.00%,2019/07/30 08:50,buy,1p,1.9992624521255493,1.1499999999999997,0,0,,,,,
sell,37861,193.59,556.3000075648555,0.0,CLOSE_LONG pred_ret=1.08%,2019/07/30 09:35,sell,2s,1.0829492807388306,1.0499999999999996,0,0,,,294.83900400937404,193.06,37852.0
buy,37925,194.04,555.0098869536198,0.0,OPEN_LONG pred_ret=1.45%,2019/07/30 14:55,buy,2,1.4478254318237305,1.1499999999999997,0,0,,,,,
sell,37986,194.5,555.0098869536198,0.0,CLOSE_LONG pred_ret=1.49%,2019/07/31 04:15,sell,1,1.4875810146331787,1.2499999999999996,0,0,,,255.30454799866953,194.04,37925.0
buy,38110,192.26,561.476245773843,0.0,OPEN_LONG pred_ret=2.12%,2019/07/31 14:40,buy,1p,2.1195712089538574,1.8499999999999996,0,0,,,,,
sell,38242,192.73,561.476245773843,0.0,CLOSE_LONG pred_ret=1.22%,2019/08/01 09:50,sell,1,1.217764139175415,1.0499999999999996,0,0,,,263.89383551370554,192.26,38110.0
buy,38288,191.24,565.8508515372973,0.0,OPEN_LONG pred_ret=1.93%,2019/08/01 13:40,buy,1p,1.932395339012146,1.8499999999999996,0,0,,,,,
sell,38845,182.615,565.8508515372973,0.0,CLOSE_LONG pred_ret=3.69%,2019/08/06 13:20,sell,1,3.691352367401123,-0.5,0,0,,,-4880.4635945091895,191.24,38288.0
buy,38871,182.915,564.9227961265264,0.0,OPEN_LONG pred_ret=2.44%,2019/08/06 15:30,buy,3a,2.4370503425598145,2.3999999999999995,0,0,,,,,
sell,38875,183.41,564.9227961265264,0.0,CLOSE_LONG pred_ret=4.33%,2019/08/06 15:50,sell,2,4.325573921203613,-0.5,0,0,,,279.6367840826331,182.915,38871.0
buy,38912,182.82,566.745925158988,0.0,OPEN_LONG pred_ret=2.58%,2019/08/06 19:00,buy,1p,2.5805068016052246,2.3999999999999995,0,0,,,,,
sell,38925,183.69,566.745925158988,0.0,CLOSE_LONG pred_ret=4.29%,2019/08/07 04:05,sell,2s,4.292794704437256,-0.5,0,0,,,493.06895488832214,182.82,38912.0
buy,38970,183.91,566.0679625493693,0.0,OPEN_LONG pred_ret=2.57%,2019/08/07 07:55,buy,2,2.569373369216919,2.499999999999999,0,0,,,,,
sell,38997,181.84,566.0679625493693,0.0,CLOSE_LONG pred_ret=4.78%,2019/08/07 10:10,sell,3a,4.779758930206299,-0.5,0,0,,,-1171.7606824771906,183.91,38970.0
buy,39016,182.03,565.4771098718745,0.0,OPEN_LONG pred_ret=2.73%,2019/08/07 11:45,buy,2,2.7337827682495117,2.499999999999999,0,0,,,,,
sell,39039,183.65,565.4771098718745,0.0,CLOSE_LONG pred_ret=3.85%,2019/08/07 13:40,sell,1p,3.8491342067718506,-0.5,0,0,,,916.0729179924393,182.03,39016.0
buy,39327,186.8,555.941494796412,0.0,OPEN_LONG pred_ret=2.16%,2019/08/09 06:20,buy,1,2.15848445892334,1.9999999999999996,0,0,,,,,
sell,39341,186.87,555.941494796412,0.0,CLOSE_LONG pred_ret=4.64%,2019/08/09 07:40,sell,3a,4.640737533569336,-0.5,0,0,,,38.91590463574505,186.8,39327.0
buy,39486,185.96,558.662008671787,0.0,OPEN_LONG pred_ret=2.24%,2019/08/12 04:40,buy,2s,2.2423219680786133,2.1999999999999993,0,0,,,,,
sell,39496,185.91,558.662008671787,0.0,CLOSE_LONG pred_ret=4.89%,2019/08/12 05:30,sell,2,4.887938499450684,-0.5,0,0,,,-27.9331004335957,185.96,39486.0
buy,39588,185.1168,561.0557984589833,0.0,OPEN_LONG pred_ret=2.30%,2019/08/12 13:15,buy,2,2.30019211769104,2.1999999999999993,0,0,,,,,
sell,39614,184.2,561.0557984589833,0.0,CLOSE_LONG pred_ret=4.65%,2019/08/12 15:25,sell,3a,4.650181770324707,-0.5,0,0,,,-514.375956027209,185.1168,39588.0
buy,39682,183.18,564.1799218044804,0.0,OPEN_LONG pred_ret=2.36%,2019/08/13 05:25,buy,1p,2.364706516265869,2.2999999999999994,0,0,,,,,
sell,39732,185.7,564.1799218044804,0.0,CLOSE_LONG pred_ret=5.79%,2019/08/13 09:35,sell,1p,5.79260778427124,1.6499999999999995,0,0,,,1421.7334029472804,183.18,39682.0
buy,39948,183.49,570.9750475725762,0.0,OPEN_LONG pred_ret=2.64%,2019/08/14 11:45,buy,1,2.638824701309204,2.4499999999999993,0,0,,,,,
sell,39968,183.37,570.9750475725762,0.0,CLOSE_LONG pred_ret=1.96%,2019/08/14 13:25,sell,3a,1.9555166959762573,1.4499999999999995,0,0,,,-68.51700570871174,183.49,39948.0
buy,39975,183.17,571.5984848686101,0.0,OPEN_LONG pred_ret=2.60%,2019/08/14 14:00,buy,2,2.604084014892578,2.4499999999999993,0,0,,,,,
sell,40237,184.33,571.5984848686101,0.0,CLOSE_LONG pred_ret=1.55%,2019/08/16 04:00,sell,1,1.5465376377105713,1.3499999999999996,0,0,,,663.054242447602,183.17,39975.0
buy,41053,187.03,563.3467824190285,0.0,OPEN_LONG pred_ret=1.68%,2019/08/22 10:35,buy,2s,1.6808216571807861,1.5499999999999994,0,0,,,,,
sell,41078,187.8,563.3467824190285,0.0,CLOSE_LONG pred_ret=2.94%,2019/08/22 12:40,sell,2s,2.942761182785034,-0.5,0,0,,,433.7770224626577,187.03,41053.0
buy,41183,188.44,561.4334840707576,0.0,OPEN_LONG pred_ret=1.02%,2019/08/23 06:35,buy,3a,1.022544264793396,0.9999999999999996,0,0,,,,,
sell,41196,188.77,561.4334840707576,0.0,CLOSE_LONG pred_ret=4.26%,2019/08/23 07:40,sell,2,4.258731842041016,-0.5,0,0,,,185.273049743357,188.44,41183.0
buy,41221,186.19,569.2131628338628,0.0,OPEN_LONG pred_ret=1.92%,2019/08/23 09:45,buy,1p,1.9205543994903564,0.9999999999999996,0,0,,,,,
sell,41232,188.01,569.2131628338628,0.0,CLOSE_LONG pred_ret=2.64%,2019/08/23 10:40,sell,2s,2.644906520843506,-0.5,0,0,,,1035.9679563576265,186.19,41221.0
buy,41237,184.51,580.0106592834782,0.0,OPEN_LONG pred_ret=2.12%,2019/08/23 11:05,buy,1,2.1234323978424072,0.9999999999999996,0,0,,,,,
sell,41255,183.8388,580.0106592834782,0.0,CLOSE_LONG pred_ret=2.69%,2019/08/23 12:35,sell,3a,2.6860883235931396,-0.5,0,0,,,-389.3031545110699,184.51,41237.0
buy,41261,183.1,582.3509753680147,0.0,OPEN_LONG pred_ret=2.98%,2019/08/23 13:05,buy,1p,2.9806721210479736,0.9999999999999996,0,0,,,,,
sell,41512,185.1,582.3509753680147,0.0,CLOSE_LONG pred_ret=2.68%,2019/08/26 18:10,sell,1,2.6755735874176025,-0.5,0,0,,,1164.7019507360294,183.1,41261.0
buy,41521,184.8,583.2963503280276,0.0,OPEN_LONG pred_ret=2.71%,2019/08/26 19:05,buy,2s,2.713325262069702,0.7999999999999998,0,0,,,,,
sell,41537,184.86,583.2963503280276,0.0,CLOSE_LONG pred_ret=2.20%,2019/08/27 05:00,sell,1,2.2047228813171387,-0.5,0,0,,,34.99778101968298,184.8,41521.0
buy,41611,184.45,584.5929158126278,0.0,OPEN_LONG pred_ret=2.47%,2019/08/27 11:15,buy,2s,2.4694337844848633,2.4499999999999993,0,0,,,,,
sell,41639,184.68,584.5929158126278,0.0,CLOSE_LONG pred_ret=2.99%,2019/08/27 13:35,sell,2,2.9915711879730225,-0.5,0,0,,,134.456370636915,184.45,41611.0
buy,41661,184.55,585.0047125021733,0.0,OPEN_LONG pred_ret=2.53%,2019/08/27 15:25,buy,2s,2.530308246612549,2.4499999999999993,0,0,,,,,
sell,41683,184.52,585.0047125021733,0.0,CLOSE_LONG pred_ret=2.56%,2019/08/27 18:00,sell,2s,2.5581037998199463,-0.5,0,0,,,-17.550141375065866,184.55,41661.0
buy,41744,184.01,586.6261048361558,0.0,OPEN_LONG pred_ret=2.51%,2019/08/28 07:25,buy,1,2.5078632831573486,2.1999999999999993,0,0,,,,,
