side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,pred_mr,ret_th,mr_th,pnl,entry_px,entry_idx
buy,46777,188.01,574.0382998284872,0.0,OPEN_LONG pred_ret=1.36% pred_mr=1.00,2019/10/08 05:20,buy,1p,1.361509084701538,1.0,-0.5,0.9999999999999999,,,
sell,47040,187.34,574.0382998284872,0.0,CLOSE_LONG pred_ret=2.85% pred_mr=0.81,2019/10/09 11:50,sell,1,2.850693702697754,0.8134872317314148,-0.5,0.4,-384.60566088507926,188.01,46777.0
buy,47115,185.66,579.2326569528643,0.0,OPEN_LONG pred_ret=2.61% pred_mr=0.64,2019/10/09 18:20,buy,2s,2.6079118251800537,0.6360597610473633,2.4499999999999993,0.4,,,
sell,47200,187.63,579.2326569528643,0.0,CLOSE_LONG pred_ret=3.78% pred_mr=0.97,2019/10/10 09:35,sell,2s,3.7846553325653076,0.9732573628425598,-0.5,0.9499999999999998,1141.088334197142,185.66,47115.0
buy,47522,190.46,570.6259761843218,0.0,OPEN_LONG pred_ret=0.98% pred_mr=0.76,2019/10/14 05:20,buy,1,0.9827976822853088,0.7648536562919617,-0.5,0.7,,,
sell,47545,190.52,570.6259761843218,0.0,CLOSE_LONG pred_ret=3.15% pred_mr=0.51,2019/10/14 07:15,sell,3a,3.1540005207061768,0.5129398703575134,-0.5,0.4,34.2375585710606,190.46,47522.0
buy,47636,191.37,568.0914510249097,0.0,OPEN_LONG pred_ret=0.81% pred_mr=0.75,2019/10/14 14:50,buy,2s,0.8134642839431763,0.7511589527130127,-0.5,0.7,,,
sell,47643,191.43,568.0914510249097,0.0,CLOSE_LONG pred_ret=3.16% pred_mr=0.80,2019/10/14 15:25,sell,2s,3.164015054702759,0.8004270195960999,-0.5,0.4,34.085487061495876,191.37,47636.0
buy,47644,191.285,568.5220820749064,0.0,OPEN_LONG pred_ret=0.86% pred_mr=0.73,2019/10/14 15:30,buy,2s,0.8556743860244751,0.7317172288894653,-0.5,0.7,,,
sell,47669,191.35,568.5220820749064,0.0,CLOSE_LONG pred_ret=2.84% pred_mr=0.99,2019/10/14 18:05,sell,2s,2.8430426120758057,0.9922799468040466,-0.5,0.4,36.95393533486762,191.285,47644.0
buy,47771,193.18,563.1364551456327,0.0,OPEN_LONG pred_ret=0.88% pred_mr=0.49,2019/10/15 11:20,buy,3a,0.8759626150131226,0.4876505434513092,-0.5,0.4,,,
sell,47791,193.54,563.1364551456327,0.0,CLOSE_LONG pred_ret=3.84% pred_mr=0.84,2019/10/15 13:00,sell,2,3.84480619430542,0.8418362736701965,-0.5,0.6,202.72912385241943,193.18,47771.0
buy,47921,192.98,564.7705955481695,0.0,OPEN_LONG pred_ret=1.46% pred_mr=0.75,2019/10/16 09:20,buy,1,1.4575085639953613,0.746686577796936,-0.5,0.4,,,
sell,47936,193.1721,564.7705955481695,0.0,CLOSE_LONG pred_ret=2.64% pred_mr=0.75,2019/10/16 10:35,sell,2s,2.6359848976135254,0.7534472942352295,-0.5,0.6,108.49243140480934,192.98,47921.0
buy,47946,193.02,565.215635479694,0.0,OPEN_LONG pred_ret=1.30% pred_mr=0.54,2019/10/16 11:25,buy,2,1.3031975030899048,0.5381828546524048,-0.5,0.4,,,
sell,47987,193.045,565.215635479694,0.0,CLOSE_LONG pred_ret=2.56% pred_mr=0.91,2019/10/16 14:50,sell,2s,2.5579705238342285,0.9056615233421326,-0.5,0.6,14.130390886979498,193.02,47946.0
buy,48044,193.19,564.7914092405276,0.0,OPEN_LONG pred_ret=1.04% pred_mr=0.45,2019/10/16 19:50,buy,3a,1.0362000465393066,0.44540494680404663,-0.5,0.4,,,
sell,48052,193.76,564.7914092405276,0.0,CLOSE_LONG pred_ret=3.29% pred_mr=1.00,2019/10/17 04:40,sell,2s,3.290644645690918,1.0,2.499999999999999,0.55,321.9311032670969,193.19,48044.0
buy,48137,192.965,567.1183036014025,0.0,OPEN_LONG pred_ret=0.71% pred_mr=0.71,2019/10/17 12:00,buy,1,0.7067931294441223,0.7105385661125183,-0.5,0.45,,,
sell,48533,193.42,567.1183036014025,0.0,CLOSE_LONG pred_ret=3.27% pred_mr=0.93,2019/10/21 15:55,sell,1p,3.267263412475586,0.9295353293418884,-0.5,0.4,258.0388281386291,192.965,48137.0
buy,48681,192.84,568.8240110069657,0.0,OPEN_LONG pred_ret=1.18% pred_mr=0.83,2019/10/22 13:50,buy,1p,1.176436185836792,0.8319616913795471,-0.5,0.7999999999999999,,,
sell,48686,193.09,568.8240110069657,0.0,CLOSE_LONG pred_ret=2.00% pred_mr=0.42,2019/10/22 14:15,sell,2s,2.003720283508301,0.4236837923526764,-0.5,0.4,142.20600275174144,192.84,48681.0
buy,48693,192.34,571.0420520190029,0.0,OPEN_LONG pred_ret=1.59% pred_mr=0.96,2019/10/22 14:50,buy,1,1.593783974647522,0.9618017077445984,-0.5,0.7999999999999999,,,
sell,48702,192.37,571.0420520190029,0.0,CLOSE_LONG pred_ret=1.15% pred_mr=0.45,2019/10/22 15:35,sell,3a,1.1498006582260132,0.44724297523498535,-0.5,0.4,17.131261560570735,192.34,48693.0
buy,48792,190.82,575.6805342568682,0.0,OPEN_LONG pred_ret=2.63% pred_mr=1.00,2019/10/23 07:20,buy,1,2.6346795558929443,1.0,-0.5,0.7999999999999999,,,
sell,48818,191.26,575.6805342568682,0.0,CLOSE_LONG pred_ret=1.12% pred_mr=0.54,2019/10/23 09:30,sell,1p,1.1183394193649292,0.5354219079017639,-0.5,0.4,253.2994350730207,190.82,48792.0
buy,48827,191.4555,575.09269246362,0.0,OPEN_LONG pred_ret=1.77% pred_mr=0.96,2019/10/23 10:15,buy,2s,1.770344853401184,0.9618582725524902,-0.5,0.7999999999999999,,,
sell,48839,192.08,575.09269246362,0.0,CLOSE_LONG pred_ret=1.55% pred_mr=0.43,2019/10/23 11:15,sell,1,1.5454058647155762,0.4282035827636719,-0.5,0.4,359.14538644353746,191.4555,48827.0
buy,48933,192.91,572.6183420683849,0.0,OPEN_LONG pred_ret=1.07% pred_mr=0.89,2019/10/23 19:10,buy,2,1.068434238433838,0.8857558965682983,-0.5,0.7999999999999999,,,
sell,48952,193.05,572.6183420683849,0.0,CLOSE_LONG pred_ret=1.94% pred_mr=0.42,2019/10/24 05:00,sell,1p,1.9395415782928467,0.42308610677719116,-0.5,0.4,80.16656788958235,192.91,48933.0
buy,49517,196.96,561.2508678731808,0.0,OPEN_LONG pred_ret=2.34% pred_mr=0.44,2019/10/29 08:00,buy,2s,2.3374955654144287,0.44310152530670166,0.9499999999999997,0.4,,,
sell,49522,197.16,561.2508678731808,0.0,CLOSE_LONG pred_ret=2.35% pred_mr=1.00,2019/10/29 08:25,sell,2,2.351206064224243,1.0,-0.5,0.9499999999999998,112.25017357462978,196.96,49517.0
buy,49541,196.775,562.3489828986219,0.0,OPEN_LONG pred_ret=2.31% pred_mr=0.48,2019/10/29 10:00,buy,2s,2.3084018230438232,0.482589453458786,0.9499999999999997,0.4,,,
sell,49827,197.94,562.3489828986219,0.0,CLOSE_LONG pred_ret=3.38% pred_mr=0.85,2019/10/30 19:55,sell,2,3.3816511631011963,0.8512406945228577,-0.5,0.7999999999999999,655.1365650768901,196.775,49541.0
buy,49923,196.42,566.7007314680442,0.0,OPEN_LONG pred_ret=2.10% pred_mr=0.50,2019/10/31 12:00,buy,2,2.0977604389190674,0.49624159932136536,2.0499999999999994,0.45,,,
sell,49966,196.71,566.7007314680442,0.0,CLOSE_LONG pred_ret=2.53% pred_mr=0.60,2019/10/31 15:35,sell,1,2.5254108905792236,0.6022061109542847,2.349999999999999,0.4,164.3432121257444,196.42,49923.0
buy,50223,199.91,557.629437682352,0.0,OPEN_LONG pred_ret=2.11% pred_mr=0.71,2019/11/04 08:00,buy,1p,2.1139605045318604,0.7129573225975037,-0.5,0.5,,,
sell,50339,200.21,557.629437682352,0.0,CLOSE_LONG pred_ret=2.70% pred_mr=0.89,2019/11/04 17:55,sell,2,2.703223705291748,0.8919739127159119,2.3999999999999995,0.7999999999999999,167.28883130471192,199.91,50223.0
buy,50571,199.95,558.354537226225,0.0,OPEN_LONG pred_ret=2.24% pred_mr=0.51,2019/11/06 06:50,buy,2,2.237861156463623,0.513934314250946,-0.5,0.5,,,
sell,50627,199.67,558.354537226225,0.0,CLOSE_LONG pred_ret=1.56% pred_mr=0.92,2019/11/06 11:30,sell,2,1.5619844198226929,0.917558491230011,1.5499999999999994,0.4,-156.33927042334363,199.95,50571.0
buy,50909,200.36,556.4316752243977,0.0,OPEN_LONG pred_ret=2.14% pred_mr=0.79,2019/11/07 19:40,buy,1,2.1441166400909424,0.7882665395736694,-0.5,0.55,,,
sell,50943,200.58,556.4316752243977,0.0,CLOSE_LONG pred_ret=1.25% pred_mr=1.00,2019/11/08 07:15,sell,2s,1.2491391897201538,1.0,1.0999999999999996,0.8999999999999999,122.41496854936688,200.36,50909.0
buy,50951,200.27,557.292981557446,0.0,OPEN_LONG pred_ret=2.20% pred_mr=0.92,2019/11/08 07:55,buy,2,2.202224016189575,0.9222288131713867,-0.5,0.55,,,
sell,50972,200.53,557.292981557446,0.0,CLOSE_LONG pred_ret=1.14% pred_mr=1.00,2019/11/08 09:40,sell,2s,1.139230489730835,1.0,1.0999999999999996,0.8999999999999999,144.89617520493087,200.27,50951.0
buy,50993,200.42,557.5988503727904,0.0,OPEN_LONG pred_ret=1.93% pred_mr=0.58,2019/11/08 11:25,buy,2,1.9311946630477905,0.5822113752365112,-0.5,0.55,,,
sell,51002,200.7925,557.5988503727904,0.0,CLOSE_LONG pred_ret=1.28% pred_mr=0.95,2019/11/08 12:10,sell,2s,1.2755486965179443,0.9472240805625916,1.0999999999999996,0.8999999999999999,207.7055717638657,200.42,50993.0
buy,51016,200.57,558.2174161812759,0.0,OPEN_LONG pred_ret=1.89% pred_mr=0.66,2019/11/08 13:20,buy,2s,1.8944700956344604,0.6648882031440735,-0.5,0.55,,,
sell,51037,200.7,558.2174161812759,0.0,CLOSE_LONG pred_ret=1.57% pred_mr=0.92,2019/11/08 15:05,sell,2,1.5742522478103638,0.9237663149833679,1.0999999999999996,0.8999999999999999,72.56826410356332,200.57,51016.0
buy,51084,200.37,559.1367741058145,0.0,OPEN_LONG pred_ret=1.75% pred_mr=0.53,2019/11/11 04:00,buy,2s,1.7499364614486694,0.533523440361023,-0.5,0.4,,,
sell,51114,200.28,559.1367741058145,0.0,CLOSE_LONG pred_ret=1.49% pred_mr=0.96,2019/11/11 06:50,sell,2,1.4886356592178345,0.9616952538490295,0.8999999999999997,0.8999999999999999,-50.32230966952522,200.37,51084.0
buy,51146,200.23,559.2763977321707,0.0,OPEN_LONG pred_ret=2.05% pred_mr=0.61,2019/11/11 09:30,buy,2s,2.0478386878967285,0.6064807176589966,-0.5,0.4,,,
sell,51156,200.56,559.2763977321707,0.0,CLOSE_LONG pred_ret=1.26% pred_mr=0.96,2019/11/11 10:20,sell,2s,1.2631033658981323,0.960504949092865,0.8999999999999997,0.8999999999999999,184.56121125162332,200.23,51146.0
buy,51168,200.53,559.3600674670332,0.0,OPEN_LONG pred_ret=2.25% pred_mr=0.52,2019/11/11 11:20,buy,2,2.2540831565856934,0.5167214274406433,-0.5,0.4,,,
sell,51260,200.93,559.3600674670332,0.0,CLOSE_LONG pred_ret=1.35% pred_mr=1.00,2019/11/11 19:50,sell,2,1.3535784482955933,1.0,0.8999999999999997,0.8999999999999999,223.74402698681646,200.53,51168.0
buy,51296,201.19,558.6372004381479,0.0,OPEN_LONG pred_ret=0.99% pred_mr=0.43,2019/11/12 08:00,buy,3a,0.9917575716972351,0.4323367476463318,0.9499999999999997,0.4,,,
sell,52004,203.25,558.6372004381479,0.0,CLOSE_LONG pred_ret=1.21% pred_mr=0.93,2019/11/18 06:35,sell,2,1.2084565162658691,0.9253971576690674,-0.5,0.7999999999999999,1150.792632902586,201.19,51296.0
buy,52039,202.28,561.3160519530036,0.0,OPEN_LONG pred_ret=1.25% pred_mr=0.80,2019/11/18 09:30,buy,1p,1.2525641918182373,0.8018072247505188,0.8499999999999996,0.4,,,
sell,52164,203.86,561.3160519530036,0.0,CLOSE_LONG pred_ret=1.37% pred_mr=0.41,2019/11/19 04:45,sell,1,1.370719075202942,0.4123532474040985,-0.5,0.4,886.8793620857526,202.28,52039.0
buy,52198,203.94,561.0958632496779,0.0,OPEN_LONG pred_ret=1.22% pred_mr=0.53,2019/11/19 08:00,buy,3a,1.2195762395858765,0.5302777290344238,-0.5,0.4,,,
sell,52238,203.06,561.0958632496779,0.0,CLOSE_LONG pred_ret=1.22% pred_mr=0.58,2019/11/19 11:20,sell,2,1.2156692743301392,0.5794671177864075,-0.5,0.4,-493.764359659714,203.94,52198.0
buy,52294,203.27,560.5161902468618,0.0,OPEN_LONG pred_ret=1.27% pred_mr=0.71,2019/11/19 16:00,buy,2,1.2715939283370972,0.710168719291687,-0.5,0.4,,,
sell,52349,202.47,560.5161902468618,0.0,CLOSE_LONG pred_ret=1.05% pred_mr=0.44,2019/11/20 04:45,sell,3a,1.0454403162002563,0.43730413913726807,-0.5,0.4,-448.4129521974958,203.27,52294.0
buy,52362,202.2,561.2646540023844,0.0,OPEN_LONG pred_ret=1.41% pred_mr=0.51,2019/11/20 06:05,buy,1p,1.4051934480667114,0.5138739347457886,-0.5,0.4,,,
sell,52402,202.85,561.2646540023844,0.0,CLOSE_LONG pred_ret=1.37% pred_mr=0.59,2019/11/20 09:25,sell,1p,1.366554617881775,0.5877728462219238,-0.5,0.4,364.82202510155304,202.2,52362.0
buy,52433,202.78,561.4584035130864,0.0,OPEN_LONG pred_ret=1.29% pred_mr=0.51,2019/11/20 12:00,buy,2s,1.294639229774475,0.5094469785690308,-0.5,0.4,,,
sell,52440,202.98,561.4584035130864,0.0,CLOSE_LONG pred_ret=0.84% pred_mr=0.72,2019/11/20 12:35,sell,2,0.841830313205719,0.7244426608085632,-0.5,0.4,112.2916807026109,202.78,52433.0
buy,52446,201.25,566.284853391733,0.0,OPEN_LONG pred_ret=1.13% pred_mr=0.48,2019/11/20 13:05,buy,1p,1.1323744058609009,0.47774598002433777,-0.5,0.4,,,
sell,52480,202.14,566.284853391733,0.0,CLOSE_LONG pred_ret=1.09% pred_mr=0.63,2019/11/20 15:55,sell,1p,1.0881019830703735,0.6348544955253601,-0.5,0.4,503.9935195186346,201.25,52446.0
buy,52505,201.38,568.4219895948203,0.0,OPEN_LONG pred_ret=1.01% pred_mr=0.42,2019/11/20 18:00,buy,2s,1.0119991302490234,0.422730028629303,-0.5,0.4,,,
sell,52511,201.7,568.4219895948203,0.0,CLOSE_LONG pred_ret=1.12% pred_mr=0.80,2019/11/20 18:30,sell,2,1.1223528385162354,0.8033945560455322,-0.5,0.4,181.8950366703386,201.38,52505.0
buy,52520,201.35,569.4100586107536,0.0,OPEN_LONG pred_ret=0.95% pred_mr=0.44,2019/11/20 19:30,buy,2s,0.9534116387367249,0.4406103193759918,-0.5,0.4,,,
sell,52527,201.74,569.4100586107536,0.0,CLOSE_LONG pred_ret=0.99% pred_mr=0.74,2019/11/21 04:10,sell,2,0.9934570789337158,0.7384644746780396,-0.5,0.6499999999999999,222.06992285820232,201.35,52520.0
buy,52588,201.45,570.2297603580712,0.0,OPEN_LONG pred_ret=1.30% pred_mr=0.42,2019/11/21 09:40,buy,1,1.3042162656784058,0.4181942939758301,1.2999999999999996,0.4,,,
sell,52594,201.93,570.2297603580712,0.0,CLOSE_LONG pred_ret=0.97% pred_mr=0.67,2019/11/21 10:10,sell,2s,0.9673748016357422,0.6720831394195557,-0.5,0.6499999999999999,273.71028497188456,201.45,52588.0
buy,52615,201.12,572.5263300969834,0.0,OPEN_LONG pred_ret=1.34% pred_mr=0.67,2019/11/21 11:55,buy,2s,1.3423393964767456,0.6673911213874817,1.2999999999999996,0.4,,,
sell,52644,201.91,572.5263300969834,0.0,CLOSE_LONG pred_ret=1.32% pred_mr=0.74,2019/11/21 14:20,sell,2s,1.3236585855484009,0.736716628074646,-0.5,0.6499999999999999,452.29580077661234,201.12,52615.0
buy,52767,201.77,572.9235828412644,0.0,OPEN_LONG pred_ret=1.40% pred_mr=0.47,2019/11/22 10:05,buy,2s,1.4010413885116577,0.4659859836101532,1.2499999999999996,0.4,,,
sell,52786,201.38,572.9235828412644,0.0,CLOSE_LONG pred_ret=1.14% pred_mr=0.47,2019/11/22 11:40,sell,3a,1.1423105001449585,0.4727593958377838,0.6499999999999997,0.4,-223.4401973081016,201.77,52767.0
buy,53737,202.1,570.8824894239181,0.0,OPEN_LONG pred_ret=1.87% pred_mr=0.63,2019/12/03 05:15,buy,1,1.86874258518219,0.6326267123222351,-0.5,0.55,,,
sell,53753,202.08,570.8824894239181,0.0,CLOSE_LONG pred_ret=0.99% pred_mr=0.72,2019/12/03 06:35,sell,3a,0.9949429035186768,0.7165104150772095,-0.5,0.4,-11.417649788467976,202.1,53737.0
buy,53765,201.86,571.5046738471483,0.0,OPEN_LONG pred_ret=1.92% pred_mr=0.56,2019/12/03 07:35,buy,2,1.9151982069015503,0.5603324174880981,-0.5,0.55,,,
sell,53830,200.4131,571.5046738471483,0.0,CLOSE_LONG pred_ret=0.41% pred_mr=0.48,2019/12/03 13:00,sell,1p,0.4093528091907501,0.4823068678379059,-0.5,0.4,-826.9101125894548,201.86,53765.0
buy,53845,200.44,571.4279752055273,0.0,OPEN_LONG pred_ret=1.63% pred_mr=0.73,2019/12/03 14:15,buy,2s,1.6255911588668823,0.7310419082641602,-0.5,0.55,,,
sell,53858,201.27,571.4279752055273,0.0,CLOSE_LONG pred_ret=0.77% pred_mr=0.53,2019/12/03 15:20,sell,1,0.7676422595977783,0.5298768281936646,-0.5,0.4,474.28521942059484,200.44,53845.0
buy,54541,204.33,562.8703987158835,0.0,OPEN_LONG pred_ret=1.43% pred_mr=0.93,2019/12/09 14:05,buy,1,1.431087851524353,0.9317694306373596,-0.5,0.55,,,
sell,54586,203.83,562.8703987158835,0.0,CLOSE_LONG pred_ret=0.80% pred_mr=0.63,2019/12/09 18:05,sell,3a,0.7996360659599304,0.6269446611404419,-0.5,0.55,-281.43519935794177,204.33,54541.0
buy,54632,202.58,566.3435352466114,0.0,OPEN_LONG pred_ret=1.35% pred_mr=0.50,2019/12/10 06:25,buy,1p,1.3535308837890625,0.4952385723590851,1.0499999999999996,0.4,,,
sell,54678,204.63,566.3435352466114,0.0,CLOSE_LONG pred_ret=2.53% pred_mr=0.59,2019/12/10 10:20,sell,1p,2.5255184173583984,0.5856361985206604,-0.5,0.45,1161.0042472555438,202.58,54632.0
buy,55454,209.288,553.7387600699232,0.0,OPEN_LONG pred_ret=0.63% pred_mr=0.41,2019/12/16 14:25,buy,1p,0.6294239163398743,0.4056512415409088,-0.5,0.4,,,
sell,55517,209.4,553.7387600699232,0.0,CLOSE_LONG pred_ret=1.33% pred_mr=0.44,2019/12/17 04:00,sell,2s,1.333012342453003,0.4442482590675354,-0.5,0.4,62.0187411278285,209.288,55454.0
buy,55543,209.1,554.5332202708844,0.0,OPEN_LONG pred_ret=1.00% pred_mr=0.54,2019/12/17 06:10,buy,2,1.0026655197143555,0.5440175533294678,-0.5,0.5,,,
sell,55554,209.28,554.5332202708844,0.0,CLOSE_LONG pred_ret=1.16% pred_mr=0.61,2019/12/17 07:05,sell,2s,1.1564966440200806,0.6131232380867004,-0.5,0.4,99.81597964876298,209.1,55543.0
buy,55834,209.42,554.162507584236,0.0,OPEN_LONG pred_ret=1.30% pred_mr=0.47,2019/12/18 15:55,buy,1p,1.2963430881500244,0.4721362888813019,-0.5,0.4,,,
sell,55871,209.78,554.162507584236,0.0,CLOSE_LONG pred_ret=1.52% pred_mr=0.64,2019/12/18 19:30,sell,2s,1.5234532356262207,0.6361649632453918,1.3499999999999996,0.5,199.49850273033252,209.42,55834.0
buy,55880,209.62,554.5854920380738,0.0,OPEN_LONG pred_ret=1.27% pred_mr=0.50,2019/12/19 04:15,buy,2,1.2666205167770386,0.500358521938324,-0.5,0.4,,,
