date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,QQQ,Return %,QQQ %,date,Return %,QQQ %,date,Return %,QQQ %,date,Return %,QQQ %
6/25/2024,1332699.134,0,1,1.85,-0.5,0.140513109,FORCE_BUY,0.2,0.23,479.38,1232.70%,125.47%,,,,,,,,,
6/26/2024,1329752.099,0,1,1.75,2.5,0.143064758,FORCE_BUY,0.2,0.23,480.37,1229.75%,125.94%,,,,,,,,,
6/27/2024,1342004.535,0,1,1.75,2.5,0.160384989,FORCE_BUY,0.2,0.23,481.61,1242.00%,126.52%,,,,,,,,,
6/28/2024,1343430.789,1343430.789,0,1.75,2.5,0.249354048,FORCE_SELL,0.2,0.23,479.11,1243.43%,125.35%,,,,,,,,,
7/1/2024,1349346.639,0,1,1.75,2.5,0.166956974,FORCE_BUY,0.2,0.23,481.92,1249.35%,126.67%,,,,,,,,,
7/2/2024,1364010.098,0,1,1.75,2.5,0.171049678,FORCE_BUY,0.2,0.23,486.98,1264.01%,129.05%,,,,,,,,,
7/3/2024,1376139.274,0,1,1.75,2.5,0.128391,FORCE_BUY,0.2,0.23,491.04,1276.14%,130.96%,,,,,,,,,
7/5/2024,1389804.328,0,1,1.75,2.5,0.148157111,FORCE_BUY,0.2,0.23,496.16,1289.80%,133.37%,,,,,,,,,
7/8/2024,1399308.941,0,1,1.75,2.5,0.12644211,FORCE_BUY,0.2,0.23,497.34,1299.31%,133.92%,,,,,,,,,
7/9/2024,1396701.481,0,1,1.75,2.5,0.167932316,FORCE_BUY,0.2,0.23,497.77,1296.70%,134.12%,,,,,,,,,
7/10/2024,1409402.336,0,1,1.75,2.5,0.151085806,FORCE_BUY,0.2,0.23,502.96,1309.40%,136.56%,,,,,,,,,
7/11/2024,1385654.822,1385654.822,0,2.35,-0.5,0.346153928,FORCE_SELL,0.2,0.23,491.93,1285.65%,131.38%,,,,,,,,,
7/12/2024,1385654.822,1385654.822,0,1.6,-0.5,0.248125194,FORCE_SELL,0.2,0.23,494.82,1285.65%,132.74%,,,,,,,,,
7/15/2024,1385654.822,1385654.822,0,1.6,-0.5,0.253801405,FORCE_SELL,0.2,0.23,496.15,1285.65%,133.36%,,,,,,,,,
7/16/2024,1384146.428,0,1,-0.5,1.3,0.190299354,FORCE_BUY,0.2,0.23,496.34,1284.15%,133.45%,,,,,,,,,
7/17/2024,1369397.693,1369397.693,0,1.9,-0.5,0.406604839,FORCE_SELL,0.2,0.23,481.77,1269.40%,126.60%,,,,,,,,,
7/18/2024,1369397.693,1369397.693,0,2.05,1.65,0.42381339,FORCE_SELL,0.2,0.23,479.49,1269.40%,125.53%,,,,,,,,,
7/19/2024,1369397.693,1369397.693,0,1.85,-0.5,0.46204734,FORCE_SELL,0.2,0.23,475.24,1269.40%,123.53%,,,,,,,,,
7/22/2024,1369397.693,1369397.693,0,1.85,-0.5,0.288238862,FORCE_SELL,0.2,0.23,482.32,1269.40%,126.86%,,,,,,,,,
7/23/2024,1369397.693,1369397.693,0,1.75,2.1,0.366677048,FORCE_SELL,0.2,0.23,480.62,1269.40%,126.06%,,,,,,,,,
7/24/2024,1369397.693,1369397.693,0,2.15,2,0.425579639,FORCE_SELL,0.2,0.225,463.38,1269.40%,117.95%,,,,,,,,,
7/25/2024,1369397.693,1369397.693,0,1.9,-0.5,0.371808646,FORCE_SELL,0.2,0.225,458.27,1269.40%,115.54%,,,,,,,,,
7/26/2024,1369397.693,1369397.693,0,2,2.5,0.284917638,FORCE_SELL,0.2,0.225,462.97,1269.40%,117.76%,,,,,,,,,
7/29/2024,1369397.693,1369397.693,0,-0.5,-0.5,0.304874929,FORCE_SELL,0.2,0.225,463.9,1269.40%,118.19%,,,,,,,,,
7/30/2024,1369397.693,1369397.693,0,-0.5,-0.5,0.344397088,FORCE_SELL,0.2,0.225,457.53,1269.40%,115.20%,,,,,,,,,
7/31/2024,1369397.693,1369397.693,0,-0.5,-0.5,0.312763913,FORCE_SELL,0.19,0.22,471.07,1269.40%,121.57%,,,,,,,,,
8/1/2024,1369397.693,1369397.693,0,2.5,-0.5,0.492775757,FORCE_SELL,0.19,0.22,459.66,1269.40%,116.20%,,,,,,,,,
8/2/2024,1369397.693,1369397.693,0,2.2,-0.5,0.325218538,FORCE_SELL,0.19,0.22,448.75,1269.40%,111.07%,,,,,,,,,
8/5/2024,1369397.693,1369397.693,0,2.2,-0.5,0.526785307,FORCE_SELL,0.19,0.22,435.37,1269.40%,104.77%,,,,,,,,,
8/6/2024,1369397.693,1369397.693,0,-0.5,-0.5,0.333479106,FORCE_SELL,0.19,0.22,439.53,1269.40%,106.73%,,,,,,,,,
8/7/2024,1369397.693,1369397.693,0,-0.5,-0.5,0.419955097,FORCE_SELL,0.19,0.22,434.77,1269.40%,104.49%,,,,,,,,,
8/8/2024,1369397.693,1369397.693,0,-0.5,-0.5,0.293119291,FORCE_SELL,0.19,0.22,448.07,1269.40%,110.75%,,,,,,,,,
8/9/2024,1369397.693,1369397.693,0,1.8,-0.5,0.273486555,FORCE_SELL,0.19,0.22,450.41,1269.40%,111.85%,,,,,,,,,
8/12/2024,1369397.693,1369397.693,0,1.8,-0.5,0.348682391,FREE,0.2,0.35,451.38,1269.40%,112.30%,,,,,,,,,
8/13/2024,1369397.693,1369397.693,0,1.8,-0.5,0.138665673,FORCE_BUY,0.2,0.35,462.58,1269.40%,117.57%,,,,,,,,,
8/14/2024,1369782.455,0,1,1.8,-0.5,0.145600532,FORCE_BUY,0.2,0.35,462.73,1269.78%,117.64%,,,,,,,,,
8/15/2024,1405861.296,0,1,1.8,-0.5,0.148380021,FORCE_BUY,0.2,0.35,474.42,1305.86%,123.14%,,,,,,,,,
8/16/2024,1403730.306,0,1,2.1,-0.5,0.143434421,FORCE_BUY,0.225,0.35,475.03,1303.73%,123.43%,,,,,,,,,
8/19/2024,1424329.874,0,1,-0.5,-0.5,0.144179731,FORCE_BUY,0.2,0.35,481.27,1324.33%,126.36%,,,,,,,,,
8/20/2024,1419509.101,0,1,-0.5,-0.5,0.186623069,FORCE_BUY,0.2,0.35,480.26,1319.51%,125.89%,,,,,,,,,
8/21/2024,1430486.066,0,1,2.45,-0.5,0.153871198,FORCE_BUY,0.2,0.35,482.5,1330.49%,126.94%,,,,,,,,,
8/22/2024,1421531.029,0,1,2.5,-0.5,0.234820322,FREE,0.2,0.35,474.85,1321.53%,123.34%,,,,,,,,,
8/23/2024,1427514.959,1427514.959,0,2.1,-0.5,0.205987107,FREE,0.2,0.35,480,1327.51%,125.77%,,,,,,,,,
8/26/2024,1417094.666,1417094.666,0,1.65,1.5,0.232771562,FREE,0.225,0.35,475.34,1317.09%,123.57%,,,,,,,,,
8/27/2024,1414742.963,0,1,1.6,1.55,0.172745502,FORCE_BUY,0.19,0.22,476.76,1314.74%,124.24%,,,,,,,,,
8/28/2024,1394943.42,0,1,2.3,2.2,0.276270846,FREE,0.225,0.35,471.35,1294.94%,121.70%,,,,,,,,,
8/29/2024,1418877.468,0,1,2.4,-0.5,0.266826089,FREE,0.225,0.35,470.66,1318.88%,121.37%,,,,,,,,,
8/30/2024,1432867.375,0,1,1.55,-0.5,0.167746627,FORCE_BUY,0.225,0.35,476.27,1332.87%,124.01%,,,,,,,,,
9/3/2024,1424262.83,1424262.83,0,2.1,-0.5,0.364238296,FORCE_SELL,0.185,0.22,461.81,1324.26%,117.21%,,,,,,,,,
9/4/2024,1427677.137,0,1,2.4,-0.5,0.217689314,FORCE_BUY,0.225,0.35,460.61,1327.68%,116.65%,,,,,,,,,
9/5/2024,1426652.845,0,1,2.15,-0.5,0.218934787,FORCE_BUY,0.225,0.35,461.04,1326.65%,116.85%,,,,,,,,,
9/6/2024,1404440.079,0,1,2.35,-0.5,0.303744116,FREE,0.225,0.35,448.69,1304.44%,111.04%,,,,,,,,,
9/9/2024,1430677.123,0,1,1.75,-0.5,0.149513617,FORCE_BUY,0.18,0.22,454.46,1330.68%,113.75%,,,,,,,,,
9/10/2024,1440359.154,0,1,1.4,-0.5,0.152684057,FORCE_BUY,0.225,0.35,458.66,1340.36%,115.73%,,,,,,,,,
9/11/2024,1443624.186,1443624.186,0,1.35,-0.5,0.255124229,FREE,0.225,0.35,468.62,1343.62%,120.41%,,,,,,,,,
9/12/2024,1443624.186,1443624.186,0,1.35,-0.5,0.165424035,FORCE_BUY,0.18,0.35,473.22,1343.62%,122.58%,,,,,,,,,
9/13/2024,1447497.108,0,1,1.35,-0.5,0.167397509,FORCE_BUY,0.18,0.35,475.34,1347.50%,123.57%,,,,,,,,,
9/16/2024,1443166.754,0,1,1.75,-0.5,0.142468358,FORCE_BUY,0.18,0.35,473.24,1343.17%,122.59%,,,,,,,,,
9/17/2024,1445514.904,0,1,-0.5,2.1,0.207899531,FORCE_BUY,0.225,0.35,473.49,1345.51%,122.70%,,,,,,,,,
9/18/2024,1459867.74,1459867.74,0,-0.5,2.45,0.25714921,FREE,0.18,0.35,471.44,1359.87%,121.74%,,,,,,,,,
9/19/2024,1464358.334,0,1,-0.5,2.35,0.192698997,FORCE_BUY,0.225,0.35,483.36,1364.36%,127.35%,,,,,,,,,
9/20/2024,1463053.634,0,1,-0.5,2.45,0.177341136,FORCE_BUY,0.225,0.35,482.44,1363.05%,126.91%,,,,,,,,,
9/23/2024,1464965.171,0,1,-0.5,-0.5,0.184250387,FORCE_BUY,0.225,0.35,483.04,1364.97%,127.20%,,,,,,,,,
9/24/2024,1473491.23,0,1,2.15,1.3,0.158874834,FORCE_BUY,0.225,0.35,485.37,1373.49%,128.29%,,,,,,,,,
9/25/2024,1480530.539,0,1,1.6,2.05,0.174624365,FORCE_BUY,0.18,0.35,485.82,1380.53%,128.50%,,,,,,,,,
9/26/2024,1494700.183,1494700.183,0,1.6,2.05,0.223104622,FREE,0.18,0.35,489.47,1394.70%,130.22%,,,,,,,,,
9/27/2024,1494700.183,1494700.183,0,1.6,2.05,0.274486195,FREE,0.18,0.35,486.75,1394.70%,128.94%,,,,,,,,,
9/30/2024,1500208.868,0,1,-0.5,2.4,0.173903644,FORCE_BUY,0.18,0.35,488.07,1400.21%,129.56%,,,,,,,,,
10/1/2024,1490324.591,1490324.591,0,1.95,1.4,0.30831977,FREE,0.18,0.35,481.27,1390.32%,126.36%,,,,,,,,,
10/2/2024,1504209.308,0,1,1.5,2.45,0.184476877,FREE,0.18,0.35,481.95,1404.21%,126.68%,,,,,,,,,
10/3/2024,1512091.429,1512091.429,0,1.45,2.4,0.210520907,FREE,0.18,0.35,481.59,1412.09%,126.51%,,,,,,,,,
10/4/2024,1523670.257,0,1,-0.5,1.4,0.161242541,FORCE_BUY,0.18,0.35,487.32,1423.67%,129.21%,,,,,,,,,
10/7/2024,1516046.882,0,1,-0.5,1.4,0.24583364,FREE,0.18,0.35,482.1,1416.05%,126.75%,,,,,,,,,
10/8/2024,1537873.65,0,1,1.35,2.25,0.174533277,FORCE_BUY,0.18,0.35,489.3,1437.87%,130.14%,,,,,,,,,
10/9/2024,1551120.873,0,1,-0.5,2.4,0.148622044,FORCE_BUY,0.18,0.35,493.15,1451.12%,131.95%,,,,,,,,,
10/10/2024,1551876.06,0,1,-0.5,-0.5,0.162441605,FORCE_BUY,0.18,0.35,492.59,1451.88%,131.69%,,,,,,,,,
10/11/2024,1549016.15,0,1,1.15,-0.5,0.180562569,FREE,0.18,0.35,493.36,1449.02%,132.05%,,,,,,,,,
10/14/2024,1565465.601,0,1,1.15,-0.5,0.157399198,FORCE_BUY,0.18,0.35,497.5,1465.47%,134.00%,,,,,,,,,
10/15/2024,1547343.629,1547343.629,0,2.4,0.6,0.323882705,FREE,0.18,0.35,490.85,1447.34%,130.87%,,,,,,,,,
10/16/2024,1546207.987,0,1,2,-0.5,0.169312712,FORCE_BUY,0.18,0.35,490.91,1446.21%,130.90%,,,,,,,,,
10/17/2024,1558033.21,1558033.21,0,1.95,0.85,0.283640468,FREE,0.18,0.35,491.25,1458.03%,131.06%,,,,,,,,,
10/18/2024,1560273.107,1560273.107,0,1.7,2.1,0.185135734,FREE,0.18,0.35,494.47,1460.27%,132.57%,,,,,,,,,
10/21/2024,1560981.589,0,1,1.05,2.35,0.190755828,FREE,0.18,0.35,495.42,1460.98%,133.02%,,,,,,,,,
10/22/2024,1562461.494,1562461.494,0,1.4,1.4,0.217540403,FREE,0.18,0.35,495.96,1462.46%,133.27%,,,,,,,,,
10/23/2024,1544399.024,1544399.024,0,1.9,2.2,0.307069094,FREE,0.18,0.35,488.36,1444.40%,129.70%,,,,,,,,,
10/24/2024,1544399.024,1544399.024,0,2.25,1.45,0.184305562,FREE,0.18,0.305,492.32,1444.40%,131.56%,,,,,,,,,
10/25/2024,1540970.836,0,1,2.05,-0.5,0.278151592,FREE,0.175,0.305,495.32,1440.97%,132.97%,,,,,,,,,
10/28/2024,1556989.827,1556989.827,0,1.8,2.35,0.27626167,FORCE_SELL,0.175,0.22,495.4,1456.99%,133.01%,,,,,,,,,
10/29/2024,1560768.179,1560768.179,0,0.9,2.05,0.176183875,FREE,0.175,0.305,500.16,1460.77%,135.25%,,,,,,,,,
10/30/2024,1540341.371,0,1,1.6,1.55,0.271013638,FREE,0.18,0.305,496.38,1440.34%,133.47%,,,,,,,,,
10/31/2024,1514195.816,0,1,2.35,-0.5,0.315789653,FORCE_SELL,0.18,0.26,483.85,1414.20%,127.58%,,,,,,,,,
11/1/2024,1523680.059,1523680.059,0,1.7,0.7,0.223328869,FREE,0.18,0.26,487.43,1423.68%,129.26%,,,,,,,,,
11/4/2024,1526449.873,0,1,1.75,-0.5,0.208384614,FREE,0.18,0.26,486.01,1426.45%,128.59%,,,,,,,,,
11/5/2024,1550048.289,0,1,1.4,1.95,0.173166522,FORCE_BUY,0.18,0.26,492.21,1450.05%,131.51%,,,,,,,,,
11/6/2024,1572829.716,1572829.716,0,1.4,1.95,0.189120394,FREE,0.18,0.26,505.58,1472.83%,137.80%,,,,,,,,,
11/7/2024,1572829.716,1572829.716,0,1.4,1.95,0.173694214,FORCE_BUY,0.195,0.26,513.54,1472.83%,141.54%,,,,,,,,,
11/8/2024,1572829.716,1572829.716,0,1.4,1.95,0.1554535,FORCE_BUY,0.195,0.26,514.14,1472.83%,141.82%,,,,,,,,,
11/11/2024,1572829.716,1572829.716,0,1.4,1.95,0.170013036,FORCE_BUY,0.195,0.26,513.84,1472.83%,141.68%,,,,,,,,,
11/12/2024,1572180.795,1572180.795,0,-0.5,1.85,0.200835329,FREE,0.195,0.26,512.91,1472.18%,141.24%,,,,,,,,,
11/13/2024,1572767.506,0,1,-0.5,1.8,0.219743885,FREE,0.195,0.26,512.25,1472.77%,140.93%,,,,,,,,,
11/14/2024,1576698.119,1576698.119,0,2.5,-0.5,0.263176841,FORCE_SELL,0.195,0.26,508.69,1476.70%,139.26%,,,,,,,,,
11/15/2024,1576698.119,1576698.119,0,2.35,-0.5,0.284083726,FORCE_SELL,0.195,0.26,496.57,1476.70%,133.56%,,,,,,,,,
11/18/2024,1584320.788,1584320.788,0,1.25,2.15,0.199607523,FREE,0.195,0.26,500.02,1484.32%,135.18%,,,,,,,,,
11/19/2024,1589201.571,1589201.571,0,0.7,2.3,0.201898374,FREE,0.2,0.26,503.46,1489.20%,136.80%,,,,,,,,,
11/20/2024,1589201.571,1589201.571,0,0.75,2.1,0.18691741,FORCE_BUY,0.205,0.26,503.17,1489.20%,136.66%,,,,,,,,,
11/21/2024,1607745.607,0,1,-0.5,-0.5,0.223543009,FREE,0.205,0.26,504.98,1507.75%,137.51%,,,,,,,,,
11/22/2024,1617129.337,0,1,0.75,1.15,0.161295742,FORCE_BUY,0.205,0.26,505.79,1517.13%,137.90%,,,,,,,,,
11/25/2024,1627436.595,1627436.595,0,1.25,2.1,0.252193773,FREE,0.205,0.26,506.59,1527.44%,138.27%,,,,,,,,,
11/26/2024,1631088.357,0,1,1.1,2.5,0.172542004,FORCE_BUY,0.205,0.26,509.31,1531.09%,139.55%,,,,,,,,,
11/27/2024,1621250.523,1621250.523,0,1.4,1.55,0.214865434,FREE,0.205,0.26,505.3,1521.25%,137.67%,,,,,,,,,
11/29/2024,1635968.759,0,1,1.4,1.55,0.162706498,FORCE_BUY,0.205,0.26,509.74,1535.97%,139.75%,,,,,,,,,
12/2/2024,1651873.432,0,1,1.4,1.55,0.153970994,FORCE_BUY,0.205,0.26,515.29,1551.87%,142.36%,,,,,,,,,
12/3/2024,1660916.008,0,1,1.4,1.55,0.123074647,FORCE_BUY,0.205,0.26,516.87,1560.92%,143.11%,,,,,,,,,
12/4/2024,1674864.662,0,1,1.4,1.55,0.141080483,FORCE_BUY,0.205,0.26,523.26,1574.86%,146.11%,,,,,,,,,
12/5/2024,1671786.339,0,1,1.15,2.05,0.18685481,FORCE_BUY,0.205,0.26,521.81,1571.79%,145.43%,,,,,,,,,
12/6/2024,1686504.574,0,1,1.2,2.25,0.135814283,FORCE_BUY,0.205,0.26,526.48,1586.50%,147.63%,,,,,,,,,
12/9/2024,1686151.85,1686151.85,0,2.2,-0.5,0.267277094,FORCE_SELL,0.205,0.26,522.38,1586.15%,145.70%,,,,,,,,,
12/10/2024,1686151.85,1686151.85,0,2.1,0.7,0.267771597,FORCE_SELL,0.205,0.26,520.6,1586.15%,144.86%,,,,,,,,,
12/11/2024,1711220.29,0,1,2.05,1.65,0.166296567,FORCE_BUY,0.205,0.26,529.92,1611.22%,149.25%,,,,,,,,,
12/12/2024,1712384.76,0,1,2.05,1.65,0.240346117,FREE,0.205,0.26,526.5,1612.38%,147.64%,,,,,,,,,
12/13/2024,1713646.269,0,1,2.05,1.65,0.204484549,FORCE_BUY,0.205,0.26,530.53,1613.65%,149.53%,,,,,,,,,
12/16/2024,1738908.788,0,1,2.05,1.65,0.184924598,FORCE_BUY,0.205,0.26,538.17,1638.91%,153.13%,,,,,,,,,
12/17/2024,1731014.535,0,1,-0.5,1.2,0.217260764,FREE,0.205,0.26,535.8,1631.01%,152.01%,,,,,,,,,
12/18/2024,1738680.905,1738680.905,0,2.1,-0.5,0.742046624,FORCE_SELL,0.205,0.26,516.47,1638.68%,142.92%,,,,,,,,,
12/19/2024,1738680.905,1738680.905,0,2.45,-0.5,0.352315509,FORCE_SELL,0.205,0.26,514.17,1638.68%,141.84%,,,,,,,,,
12/20/2024,1738680.905,1738680.905,0,2.35,-0.5,0.366965906,FORCE_SELL,0.205,0.26,518.66,1638.68%,143.95%,,,,,,,,,
12/23/2024,1747276.646,0,1,2.35,-0.5,0.208786204,FREE,0.205,0.26,522.87,1647.28%,145.93%,,,,,,,,,
12/24/2024,1772528.725,0,1,1.65,-0.5,0.198026472,FORCE_BUY,0.205,0.26,529.96,1672.53%,149.26%,,,,,,,,,
12/26/2024,1768816.168,1768816.168,0,1.5,-0.5,0.229396307,FREE,0.205,0.26,529.6,1668.82%,149.09%,,,,,,,,,
12/27/2024,1768816.168,1768816.168,0,1.55,-0.5,0.26657214,FORCE_SELL,0.205,0.26,522.56,1668.82%,145.78%,,,,,,,,,
12/30/2024,1747078.57,0,1,2.5,-0.5,0.239922698,FREE,0.205,0.26,515.61,1647.08%,142.51%,,,,,,,,,
12/31/2024,1757400.241,1757400.241,0,2.5,-0.5,0.278051652,FORCE_SELL,0.205,0.225,511.23,1657.40%,140.45%,,,,,,,,,
1/2/2025,1757400.241,1757400.241,0,2.4,-0.5,0.284836585,FORCE_SELL,0.205,0.225,510.23,1657.40%,139.98%,,,,,,,,,
1/3/2025,1761520.643,1761520.643,0,2.45,-0.5,0.207232662,FREE,0.205,0.225,518.58,1661.52%,143.91%,,,,,,,,,
1/6/2025,1761520.643,1761520.643,0,2.45,-0.5,0.268784977,FORCE_SELL,0.21,0.26,524.54,1661.52%,146.71%,,,,,,,,,
1/7/2025,1761520.643,1761520.643,0,2.45,-0.5,0.364197187,FORCE_SELL,0.21,0.26,515.18,1661.52%,142.31%,,,,,,,,,
1/8/2025,1766689.424,1766689.424,0,2.45,-0.5,0.218179309,FREE,0.21,0.26,515.27,1666.69%,142.35%,,,,,,,,,
1/10/2025,1766689.424,1766689.424,0,2.3,-0.5,0.269766834,FORCE_SELL,0.21,0.26,507.19,1666.69%,138.55%,,,,,,,,,
1/13/2025,1794802.75,0,1,2.3,-0.5,0.194810596,FORCE_BUY,0.21,0.26,505.56,1694.80%,137.79%,,,,,,,,,
1/14/2025,1786750.189,0,1,2.4,2,0.288468727,FORCE_SELL,0.21,0.26,505.08,1686.75%,137.56%,,,,,,,,,
1/15/2025,1788515.712,1788515.712,0,-0.5,2.25,0.248230546,FREE,0.21,0.26,516.7,1688.52%,143.03%,,,,,,,,,
1/16/2025,1788515.712,1788515.712,0,2.05,2.3,0.34963988,FORCE_SELL,0.21,0.26,513.08,1688.52%,141.32%,,,,,,,,,
1/17/2025,1791817.016,1791817.016,0,-0.5,2.5,0.253769555,FREE,0.21,0.26,521.74,1691.82%,145.40%,,,,,,,,,
1/21/2025,1791817.016,1791817.016,0,-0.5,2.5,0.190767016,FORCE_BUY,0.21,0.26,524.8,1691.82%,146.84%,,,,,,,,,
1/22/2025,1791817.016,1791817.016,0,-0.5,2.5,0.238812434,FREE,0.21,0.26,531.51,1691.82%,149.99%,,,,,,,,,
1/23/2025,1802117.346,0,1,-0.5,-0.5,0.200876946,FORCE_BUY,0.21,0.26,532.64,1702.12%,150.52%,,,,,,,,,
1/24/2025,1803472.653,1803472.653,0,-0.5,-0.5,0.294255151,FORCE_SELL,0.21,0.26,529.63,1703.47%,149.11%,,,,,,,,,
1/27/2025,1803472.653,1803472.653,0,-0.5,-0.5,0.263421489,FORCE_SELL,0.21,0.26,514.21,1703.47%,141.86%,,,,,,,,,
1/28/2025,1811657.06,0,1,2.35,2.5,0.256448016,FREE,0.21,0.26,521.81,1711.66%,145.43%,,,,,,,,,
1/29/2025,1824093.718,1824093.718,0,1.95,2.4,0.221328745,FREE,0.21,0.26,520.83,1724.09%,144.97%,,,,,,,,,
1/30/2025,1824093.718,1824093.718,0,-0.5,1.5,0.246201457,FORCE_SELL,0.21,0.23,523.05,1724.09%,146.01%,,,,,,,,,
1/31/2025,1824093.718,1824093.718,0,-0.5,0.95,0.367730177,FORCE_SELL,0.21,0.26,522.29,1724.09%,145.66%,,,,,,,,,
2/3/2025,1856376.748,0,1,0.75,-0.5,0.254262643,FREE,0.21,0.26,518.11,1756.38%,143.69%,,,,,,,,,
2/4/2025,1848949.948,1848949.948,0,1.1,2.45,0.216892126,FREE,0.21,0.26,524.47,1748.95%,146.68%,,,,,,,,,
2/5/2025,1875489.559,0,1,1.6,2.35,0.199820622,FORCE_BUY,0.21,0.26,526.85,1775.49%,147.80%,,,,,,,,,
2/6/2025,1883316.254,0,1,-0.5,1.65,0.19038261,FORCE_BUY,0.21,0.26,529.6,1783.32%,149.09%,,,,,,,,,
2/7/2025,1891142.949,1891142.949,0,-0.5,-0.5,0.372513619,FORCE_SELL,0.21,0.26,522.92,1791.14%,145.95%,,,,,,,,,
2/10/2025,1898108.187,0,1,2.25,1.9,0.205830713,FORCE_BUY,0.21,0.26,529.25,1798.11%,148.93%,,,,,,,,,
2/11/2025,1898359.64,0,1,1.1,1.9,0.220913799,FREE,0.21,0.26,527.99,1798.36%,148.34%,,,,,,,,,
2/12/2025,1905723.61,0,1,1.25,-0.5,0.206908063,FORCE_BUY,0.21,0.26,528.3,1805.72%,148.48%,,,,,,,,,
2/13/2025,1923612.669,0,1,1.25,-0.5,0.177967551,FORCE_BUY,0.21,0.26,535.9,1823.61%,152.06%,,,,,,,,,
2/14/2025,1932988.26,0,1,1.25,-0.5,0.166257408,FORCE_BUY,0.22,0.26,538.15,1832.99%,153.12%,,,,,,,,,
2/18/2025,1940349.356,0,1,1.25,-0.5,0.149377067,FORCE_BUY,0.22,0.26,539.37,1840.35%,153.69%,,,,,,,,,
2/19/2025,1936257.144,0,1,1.7,1.95,0.164710253,FORCE_BUY,0.22,0.26,539.52,1836.26%,153.76%,,,,,,,,,
2/20/2025,1950065.014,0,1,1.55,-0.5,0.223653924,FREE,0.22,0.26,537.23,1850.07%,152.68%,,,,,,,,,
2/21/2025,1951443.947,1951443.947,0,2.05,-0.5,0.430108312,FORCE_SELL,0.22,0.26,526.08,1851.44%,147.44%,,,,,,,,,
2/24/2025,1951443.947,1951443.947,0,2.4,-0.5,0.346447316,FORCE_SELL,0.22,0.26,519.87,1851.44%,144.52%,,,,,,,,,
2/25/2025,1941954.1,0,1,2,0.65,0.255850078,FREE,0.22,0.26,513.32,1841.95%,141.44%,,,,,,,,,
2/26/2025,1932407.77,0,1,2,-0.5,0.252691882,FREE,0.22,0.26,514.56,1832.41%,142.02%,,,,,,,,,
2/27/2025,1950372.621,1950372.621,0,2.45,1.7,0.403660194,FORCE_SELL,0.22,0.26,500.27,1850.37%,135.30%,,,,,,,,,
2/28/2025,1979738.429,0,1,2.15,2.35,0.197867964,FORCE_BUY,0.22,0.26,508.17,1879.74%,139.02%,,,,,,,,,
3/3/2025,1944102.203,0,1,2.15,2.35,0.361441606,FORCE_SELL,0.22,0.26,497.05,1844.10%,133.78%,,,,,,,,,
3/4/2025,1943019.032,1943019.032,0,2.15,-0.5,0.254284833,FREE,0.22,0.26,495.55,1843.02%,133.08%,,,,,,,,,
3/5/2025,1958793.976,0,1,2.15,-0.5,0.183075369,FORCE_BUY,0.22,0.26,502.01,1858.79%,136.12%,,,,,,,,,
3/6/2025,1922083.153,0,1,2.5,-0.5,0.252693657,FREE,0.22,0.26,488.2,1822.08%,129.62%,,,,,,,,,
3/7/2025,1924321.461,0,1,2.45,2.2,0.168749912,FORCE_BUY,0.22,0.26,491.79,1824.32%,131.31%,,,,,,,,,
3/10/2025,1861034.227,0,1,2,-0.5,0.225002598,FREE,0.22,0.26,472.73,1761.03%,122.35%,,,,,,,,,
3/11/2025,1877764.981,0,1,2.15,2.05,0.187860919,FORCE_BUY,0.22,0.26,471.6,1777.76%,121.81%,,,,,,,,,
3/12/2025,1898657.709,0,1,2.35,2.4,0.168356589,FORCE_BUY,0.22,0.26,476.92,1798.66%,124.32%,,,,,,,,,
3/13/2025,1867060.327,0,1,1.9,-0.5,0.202722988,FORCE_BUY,0.22,0.26,468.34,1767.06%,120.28%,,,,,,,,,
3/14/2025,1899728.135,0,1,-0.5,-0.5,0.154936016,FORCE_BUY,0.22,0.26,479.66,1799.73%,125.61%,,,,,,,,,
3/17/2025,1913048.988,0,1,-0.5,-0.5,0.190821461,FORCE_BUY,0.22,0.26,482.77,1813.05%,127.07%,,,,,,,,,
3/18/2025,1882284.16,0,1,1.55,1.55,0.218229205,FORCE_BUY,0.22,0.26,474.54,1782.28%,123.20%,,,,,,,,,
3/19/2025,1888669.601,1888669.601,0,1.5,2.35,0.223274807,FREE,0.22,0.26,480.89,1788.67%,126.18%,,,,,,,,,
3/20/2025,1878871.417,0,1,-0.5,2.35,0.240156816,FREE,0.22,0.26,479.26,1778.87%,125.42%,,,,,,,,,
3/21/2025,1887651.007,0,1,2.2,1.9,0.173900505,FORCE_BUY,0.205,0.225,480.84,1787.65%,126.16%,,,,,,,,,
3/24/2025,1921311.719,0,1,2.2,1.9,0.164452267,FORCE_BUY,0.205,0.225,490.66,1821.31%,130.78%,,,,,,,,,
3/25/2025,1937310.562,0,1,1.3,1.75,0.13893502,FORCE_BUY,0.205,0.225,493.46,1837.31%,132.10%,,,,,,,,,
3/26/2025,1930765.064,1930765.064,0,2,-0.5,0.32021458,FORCE_SELL,0.205,0.225,484.38,1830.77%,127.83%,,,,,,,,,
3/27/2025,1930765.064,1930765.064,0,2.5,-0.5,0.266610021,FORCE_SELL,0.205,0.225,481.62,1830.77%,126.53%,,,,,,,,,
