date,equity,cash,pos,qty,pm_th,buy_th,sell_th,has_model,had_bsp,bsp_count
2022-12-08,94642.44550178928,94642.44550178928,0,0.0,0.6,2.625,3.0,1,1,32
2022-12-09,94642.44550178928,94642.44550178928,0,0.0,0.6,2.75,3.125,1,1,21
2022-12-12,95582.84603877665,0.0,1,334.66211280689276,0.65,2.125,3.125,1,1,25
2022-12-13,96556.7127870447,96556.7127870447,0,0.0,0.65,2.75,3.125,1,1,35
2022-12-14,96556.7127870447,96556.7127870447,0,0.0,0.65,2.75,3.125,1,1,37
2022-12-15,95467.4626218342,0.0,1,344.9093631339073,0.65,2.25,3.125,1,1,34
2022-12-16,94539.656435004,0.0,1,344.9093631339073,0.65,2.625,3.125,1,1,29
2022-12-19,94620.07712255577,0.0,1,349.7064608883312,0.5,2.625,3.125,1,1,25
2022-12-20,94717.99493160451,0.0,1,349.7064608883312,0.65,2.75,2.875,1,1,37
2022-12-21,95812.576154185,0.0,1,349.7064608883312,0.55,2.75,3.0,1,1,42
2022-12-22,92979.9538209895,0.0,1,349.7064608883312,0.7,2.375,3.0,1,1,85
2022-12-23,93459.05167240651,0.0,1,349.7064608883312,0.5,2.75,3.125,1,1,40
2022-12-27,93826.24345633926,93826.24345633926,0,0.0,0.6,2.625,3.125,1,1,40
2022-12-28,1067.9872908218822,0.0,-1,355.99576360729725,0.5,2.75,3.125,1,1,26
2022-12-29,-918.4690701068321,0.0,-1,355.99576360729725,0.6,2.375,3.125,1,1,71
