date,equity,cash,pos,buy_th,sell_th,p_day,QQQ,Return %,QQQ %
3/3/2025,151531.4699,151531.4699,0,-0.5,1.1,0.403149832,497.05,52.94%,23.46%
3/4/2025,151531.4699,151531.4699,0,2.4,-0.5,0.307090221,495.55,52.94%,23.09%
3/5/2025,151189.8462,151189.8462,0,2.5,-0.5,0.225929211,502.01,52.60%,24.70%
3/6/2025,151189.8462,151189.8462,0,2,-0.5,0.330855209,488.2,52.60%,21.26%
3/7/2025,149216.7853,0,1,2.15,2.5,0.206476899,491.79,50.61%,22.16%
3/10/2025,147386.6113,147386.6113,0,2.5,-0.5,0.30697734,472.73,48.76%,17.42%
3/11/2025,145788.4421,0,1,2.35,-0.5,0.240261306,471.6,47.15%,17.14%
3/12/2025,146918.3962,146918.3962,0,2.1,2.45,0.21363156,476.92,48.29%,18.46%
3/13/2025,147847.9336,0,1,2.4,2.45,0.267839081,468.34,49.23%,16.33%
3/14/2025,148652.2687,148652.2687,0,2.35,-0.5,0.207637324,479.66,50.04%,19.14%
3/17/2025,148652.2687,148652.2687,0,2.35,-0.5,0.255291348,482.77,50.04%,19.92%
3/18/2025,148652.2687,148652.2687,0,2.45,1.95,0.300985639,474.54,50.04%,17.87%
3/19/2025,148980.6818,148980.6818,0,2.45,2.45,0.270093658,480.89,50.37%,19.45%
3/20/2025,148207.7884,0,1,2.1,1.95,0.282673026,479.26,49.59%,19.04%
3/21/2025,148947.2836,148947.2836,0,1.75,-0.5,0.203610344,480.84,50.34%,19.44%
3/24/2025,148947.2836,148947.2836,0,1.75,-0.5,0.200942899,490.66,50.34%,21.88%
3/25/2025,149774.516,0,1,1.7,2.5,0.191263544,493.46,51.17%,22.57%
3/26/2025,149268.48,149268.48,0,1.95,2.25,0.38758309,484.38,50.66%,20.32%
3/27/2025,149268.48,149268.48,0,2.45,2.5,0.328545431,481.62,50.66%,19.63%
3/28/2025,149268.48,149268.48,0,2.5,-0.5,0.400127452,468.94,50.66%,16.48%
3/31/2025,149268.48,149268.48,0,1.9,-0.5,0.368133736,468.92,50.66%,16.48%
4/1/2025,149268.48,149268.48,0,2.15,-0.5,0.332433639,472.7,50.66%,17.41%
4/2/2025,149268.48,149268.48,0,-0.5,-0.5,0.42546003,476.15,50.66%,18.27%
4/3/2025,149268.48,149268.48,0,-0.5,2.5,0.458996897,450.66,50.66%,11.94%
4/4/2025,149268.48,149268.48,0,-0.5,-0.5,0.496005421,422.67,50.66%,4.99%
4/7/2025,149268.48,149268.48,0,-0.5,-0.5,0.504054477,423.69,50.66%,5.24%
4/8/2025,149268.48,149268.48,0,-0.5,-0.5,0.543645888,416.06,50.66%,3.35%
4/9/2025,149268.48,149268.48,0,-0.5,-0.5,0.524979635,466,50.66%,15.75%
4/10/2025,149268.48,149268.48,0,-0.5,-0.5,0.451757398,446.18,50.66%,10.83%
4/11/2025,149268.48,149268.48,0,-0.5,-0.5,0.408766974,454.4,50.66%,12.87%
4/14/2025,149268.48,149268.48,0,2.35,-0.5,0.461558526,457.48,50.66%,13.63%
4/15/2025,149268.48,149268.48,0,2.45,-0.5,0.479485148,457.99,50.66%,13.76%
4/16/2025,149268.48,149268.48,0,2.5,-0.5,0.406932424,444.18,50.66%,10.33%
4/17/2025,149268.48,149268.48,0,-0.5,-0.5,0.354905635,444.1,50.66%,10.31%
4/21/2025,149268.48,149268.48,0,-0.5,-0.5,0.320137999,433.11,50.66%,7.58%
4/22/2025,149626.7408,149626.7408,0,-0.5,-0.5,0.283265299,444.48,51.02%,10.41%
4/23/2025,149626.7408,149626.7408,0,-0.5,-0.5,0.40482957,454.56,51.02%,12.91%
4/24/2025,149626.7408,149626.7408,0,-0.5,-0.5,0.345397799,467.35,51.02%,16.09%
4/25/2025,150480.2898,0,1,1.95,-0.5,0.176925471,472.56,51.88%,17.38%
4/28/2025,151707.7136,151707.7136,0,1.65,-0.5,0.239689159,472.41,53.12%,17.34%
4/29/2025,151535.037,151535.037,0,2.1,-0.5,0.204983934,475.53,52.95%,18.12%
4/30/2025,150708.0495,150708.0495,0,-0.5,-0.5,0.223891231,475.47,52.11%,18.10%
5/1/2025,150708.0495,150708.0495,0,2.15,-0.5,0.304782201,481.68,52.11%,19.65%
5/2/2025,151151.0169,151151.0169,0,2.15,-0.5,0.21398644,488.83,52.56%,21.42%
5/5/2025,151101.1311,0,1,-0.5,-0.5,0.298915445,485.93,52.51%,20.70%
5/6/2025,152396.5045,0,1,-0.5,2.45,0.29992937,481.41,53.82%,19.58%
5/7/2025,150806.8238,150806.8238,0,-0.5,-0.5,0.26193219,483.3,52.21%,20.05%
5/8/2025,150708.71,0,1,2.4,-0.5,0.24316959,488.29,52.11%,21.29%
5/9/2025,151378.8971,151378.8971,0,2.45,-0.5,0.26464573,487.97,52.79%,21.21%
5/12/2025,151331.1208,0,1,2.45,-0.5,0.190260119,507.85,52.74%,26.15%
5/13/2025,151038.4916,151038.4916,0,2.45,-0.5,0.246881527,515.59,52.45%,28.07%
5/14/2025,151254.5111,151254.5111,0,1.4,2.35,0.201009766,518.68,52.66%,28.84%
5/15/2025,150649.7587,0,1,1.5,2.1,0.20853462,519.25,52.05%,28.98%
5/16/2025,149504.0321,0,1,2.5,2.45,0.202348346,521.51,50.90%,29.54%
5/19/2025,151770.037,0,1,2.5,2.45,0.171270726,522.01,53.18%,29.66%
5/20/2025,151020.5123,0,1,-0.5,1.2,0.177109772,520.27,52.43%,29.23%
5/21/2025,150244.8414,150244.8414,0,1.9,1.55,0.349269659,513.04,51.64%,27.43%
5/22/2025,150306.2661,0,1,2.1,0.4,0.199671416,514,51.71%,27.67%
5/23/2025,148688.7487,0,1,-0.5,0.95,0.174076903,509.24,50.07%,26.49%
5/27/2025,152485.3808,0,1,-0.5,0.95,0.128658309,521.22,53.91%,29.47%
5/28/2025,154570.896,0,1,1.9,2.5,0.185655146,518.91,56.01%,28.89%
5/29/2025,151411.9109,0,1,1.7,-0.5,0.196550638,519.93,52.82%,29.15%
5/30/2025,151657.6097,0,1,1.7,2.4,0.144998049,519.11,53.07%,28.94%
6/2/2025,152757.4046,0,1,1.7,2.4,0.132187364,523.21,54.18%,29.96%
6/3/2025,154266.6974,0,1,1.7,2.4,0.111599708,527.3,55.70%,30.98%
6/4/2025,154556.2711,0,1,1.7,2.4,0.115715968,528.77,56.00%,31.34%
6/5/2025,153472.5472,153472.5472,0,2.05,1.9,0.238385039,524.79,54.90%,30.35%
6/6/2025,154687.8078,0,1,2,2.2,0.164806046,529.92,56.13%,31.63%
6/9/2025,154769.408,0,1,1.85,1.9,0.172092004,530.7,56.21%,31.82%
6/10/2025,155614.5533,0,1,1.8,1.7,0.126008304,534.21,57.06%,32.69%
6/11/2025,154818.951,0,1,1.7,1.75,0.187733043,532.41,56.26%,32.25%
6/12/2025,154477.9786,0,1,1.85,2.1,0.163603721,533.66,55.92%,32.56%
6/13/2025,153577.4618,0,1,1.8,-0.5,0.244732342,526.96,55.01%,30.89%
6/16/2025,154591.6361,0,1,2.25,1.3,0.151147621,534.29,56.03%,32.71%
6/17/2025,154813.1224,154813.1224,0,1.5,1.1,0.24209849,529.08,56.26%,31.42%
6/18/2025,154664.0022,0,1,0.95,2.1,0.189867943,528.99,56.11%,31.40%
6/20/2025,154924.2316,154924.2316,0,0.95,2.1,0.435777992,526.83,56.37%,30.86%
6/23/2025,156761.9228,156761.9228,0,-0.5,-0.5,0.299208464,531.65,58.22%,32.06%
6/24/2025,157725.4796,0,1,-0.5,2.3,0.123301012,539.78,59.20%,34.08%
6/25/2025,158002.8671,0,1,-0.5,-0.5,0.187426759,541.16,59.48%,34.42%
6/26/2025,159535.7983,0,1,0.5,2.5,0.187996432,546.22,61.02%,35.68%
6/27/2025,159889.1024,0,1,0.95,-0.5,0.196195921,548.09,61.38%,36.14%
6/30/2025,161048.2904,0,1,0.95,-0.5,0.183183114,551.64,62.55%,37.02%
7/1/2025,160784.3913,0,1,1.9,0.9,0.227005005,546.99,62.28%,35.87%
7/2/2025,161835.9992,0,1,1.5,0.9,0.149918575,550.8,63.34%,36.81%
7/3/2025,163266.5385,0,1,-0.5,2.35,0.175507395,556.22,64.79%,38.16%
7/7/2025,162088.6201,0,1,1.8,1.2,0.192349976,552.03,63.60%,37.12%
7/8/2025,162308.929,0,1,1.65,0.75,0.175029784,552.34,63.82%,37.20%
7/9/2025,163281.2258,0,1,1.65,1.8,0.175493393,556.25,64.80%,38.17%
7/10/2025,163360.537,0,1,1.65,2.2,0.181504724,555.45,64.88%,37.97%
7/11/2025,162587.987,0,1,1.7,1.75,0.181655598,554.2,64.10%,37.66%
7/14/2025,163228.3516,0,1,1.55,2.5,0.178019369,556.21,64.75%,38.16%
7/15/2025,163257.7261,0,1,1.65,-0.5,0.296256924,556.72,64.78%,38.28%
7/16/2025,165168.5241,165168.5241,0,1.65,0.7,0.230962988,557.29,66.71%,38.43%
7/17/2025,165168.5241,165168.5241,0,1.4,1,0.150055231,561.8,66.71%,39.55%
7/18/2025,165380.6071,0,1,-0.5,1,0.217223817,561.26,66.92%,39.41%
7/21/2025,166214.2114,0,1,1.35,2,0.19351196,564.17,67.76%,40.14%
7/22/2025,165622.1462,0,1,1.95,1.65,0.195877145,561.25,67.17%,39.41%
7/23/2025,166626.5951,0,1,1.55,2.25,0.106381531,563.81,68.18%,40.05%
7/24/2025,166664.8879,0,1,-0.5,-0.5,0.174624695,565.01,68.22%,40.34%
7/25/2025,167027.1965,0,1,1.15,1.2,0.145924924,566.37,68.58%,40.68%
7/28/2025,167625.1529,0,1,1.15,1.2,0.135345906,568.14,69.19%,41.12%
7/29/2025,168405.1955,0,1,1.2,1.9,0.27982508,567.26,69.97%,40.90%
7/30/2025,170232.2372,0,1,1.2,1.9,0.17433087,568.02,71.82%,41.09%
7/31/2025,170866.9562,170866.9562,0,-0.5,1.5,0.360046483,565.01,72.46%,40.34%
8/1/2025,170129.2644,170129.2644,0,2.3,-0.5,0.224347909,553.88,71.71%,37.58%
8/4/2025,170129.2644,170129.2644,0,2.3,-0.5,0.103065962,564.1,71.71%,40.12%
8/5/2025,170129.2644,170129.2644,0,2.3,-0.5,0.194246695,560.27,71.71%,39.17%
8/6/2025,170129.2644,170129.2644,0,-0.5,2.1,0.116827663,567.32,71.71%,40.92%
8/7/2025,170129.2644,170129.2644,0,1.4,2.1,0.155181934,569.24,71.71%,41.39%
8/8/2025,171765.0711,0,1,1.15,2,0.090852054,574.55,73.37%,42.71%
8/11/2025,170785.3167,0,1,1.9,-0.5,0.143609202,572.85,72.38%,42.29%
8/12/2025,173153.069,0,1,-0.5,2.4,0.089807333,580.05,74.77%,44.08%
8/13/2025,173096.3801,0,1,1.65,-0.5,0.112029999,580.34,74.71%,44.15%
8/14/2025,172675.94,0,1,1.6,0.7,0.094831988,579.89,74.29%,44.04%
8/15/2025,172082.5109,0,1,1.5,0.65,0.11519936,577.34,73.69%,43.41%
8/18/2025,172157.0623,0,1,1.25,0.9,0.070437683,577.11,73.76%,43.35%
8/19/2025,171996.0313,171996.0313,0,2,1.1,0.392243164,569.28,73.60%,41.40%
8/20/2025,171996.0313,171996.0313,0,1.9,-0.5,0.277476604,565.9,73.60%,40.56%
8/21/2025,171996.0313,171996.0313,0,1.4,1.05,0.319284891,563.28,73.60%,39.91%
8/22/2025,171996.0313,171996.0313,0,1.05,2.3,0.302760279,571.97,73.60%,42.07%
8/25/2025,171764.1374,0,1,1.2,-0.5,0.267075731,570.32,73.36%,41.66%
8/26/2025,172664.6086,0,1,-0.5,-0.5,0.172235395,572.61,74.27%,42.23%
8/27/2025,172598.3053,172598.3053,0,-0.5,2.4,0.20260784,573.49,74.21%,42.45%
8/28/2025,172598.3053,172598.3053,0,-0.5,2.4,0.230863857,577.08,74.21%,43.34%
8/29/2025,172598.3053,172598.3053,0,1.3,-0.5,0.306438245,570.4,74.21%,41.68%
9/2/2025,172598.3053,172598.3053,0,1.3,-0.5,0.185063229,565.62,74.21%,40.50%
9/3/2025,172631.6407,0,1,1.4,-0.5,0.182339167,570.07,74.24%,41.60%
9/4/2025,174622.67,0,1,-0.5,2.45,0.168818025,575.23,76.25%,42.88%
9/5/2025,175222.7063,175222.7063,0,-0.5,2.45,0.269129134,576.06,76.86%,43.09%
9/8/2025,175194.7136,0,1,0.9,-0.5,0.208286079,578.87,76.83%,43.79%
9/9/2025,175793.9079,0,1,1.15,2.15,0.162077803,580.51,77.43%,44.19%
9/10/2025,175905.8785,0,1,1.05,1.8,0.163545273,580.7,77.55%,44.24%
9/11/2025,176831.906,0,1,1.05,-0.5,0.10908763,584.08,78.48%,45.08%
9/12/2025,177530.9659,0,1,0.65,2.35,0.173504831,586.66,79.19%,45.72%
9/15/2025,179016.8466,0,1,0.65,2.35,0.165775981,591.68,80.68%,46.97%
9/16/2025,179237.3636,0,1,-0.5,2,0.219288731,591.18,80.91%,46.84%
9/17/2025,179076.7865,179076.7865,0,0.75,1.6,0.231462171,590,80.75%,46.55%
9/18/2025,180604.8975,180604.8975,0,1.15,1.1,0.245155569,595.32,82.29%,47.87%
9/19/2025,181421.7172,0,1,0.7,1.3,0.162498085,599.35,83.11%,48.87%
9/22/2025,182193.1581,0,1,2.4,1.9,0.183557724,602.2,83.89%,49.58%
9/23/2025,181031.4589,0,1,-0.5,1.6,0.300151232,598.2,82.72%,48.59%
9/24/2025,180126.0928,180126.0928,0,1.8,2,0.247718159,596.1,81.80%,48.07%
9/25/2025,179035.8694,0,1,2,1.95,0.225670472,593.53,80.70%,47.43%
9/26/2025,179935.7443,0,1,1.65,1.75,0.170794097,595.97,81.61%,48.03%
9/29/2025,181110.2614,0,1,1.65,1.75,0.270546853,598.73,82.80%,48.72%
9/30/2025,181219.22,0,1,1.35,1.15,0.18682665,600.37,82.91%,49.13%
10/1/2025,182638.7075,0,1,1.3,1.1,0.186035268,603.25,84.34%,49.84%
10/2/2025,183623.8207,183623.8207,0,1.3,1.1,0.204127805,605.73,85.33%,50.46%
10/3/2025,183286.0048,0,1,1.45,1.65,0.242286368,603.18,84.99%,49.82%
10/6/2025,184441.0985,0,1,1.45,1.65,0.180852693,607.71,86.16%,50.95%
10/7/2025,184865.7846,184865.7846,0,1.25,1.5,0.276978977,604.51,86.59%,50.16%
10/8/2025,184865.7846,184865.7846,0,-0.5,2.4,0.166073534,611.44,86.59%,51.88%
10/9/2025,184887.037,0,1,1.25,1.05,0.191971205,610.7,86.61%,51.69%
10/10/2025,184865.7846,184865.7846,0,2.05,1.55,0.519681412,589.5,86.59%,46.43%
10/13/2025,185850.9202,0,1,2.05,1.55,0.181426729,602.01,87.58%,49.53%
10/14/2025,184228.5675,0,1,2.4,2.4,0.268820385,598,85.95%,48.54%
10/15/2025,187663.2379,187663.2379,0,1.95,2.1,0.263079639,602.22,89.41%,49.59%
10/16/2025,187663.2379,187663.2379,0,1.5,1.35,0.356801486,599.99,89.41%,49.03%
10/17/2025,192138.0644,0,1,1.8,1.8,0.189198743,603.93,93.93%,50.01%
10/20/2025,194383.4174,0,1,1.8,1.8,0.180180085,611.54,96.19%,51.90%
10/21/2025,193808.5817,0,1,1.25,-0.5,0.194610898,611.38,95.61%,51.86%
10/22/2025,191804.0059,0,1,2.05,1.95,0.265669245,605.49,93.59%,50.40%
10/23/2025,194166.3125,0,1,1.5,2.45,0.182622721,610.58,95.98%,51.66%
10/24/2025,195997.6809,0,1,-0.5,2.5,0.177269023,617.1,97.82%,53.28%
10/27/2025,199622.3303,0,1,2.35,2.45,0.171282844,628.09,101.48%,56.01%
10/28/2025,199384.2841,199384.2841,0,1.1,2.5,0.219105481,632.92,101.24%,57.21%
10/29/2025,199630.2292,0,1,-0.5,1.95,0.202735152,635.77,101.49%,57.92%
10/30/2025,199913.2989,199913.2989,0,-0.5,-0.5,0.337201997,626.05,101.78%,55.51%
10/31/2025,199913.2989,199913.2989,0,2.45,1.75,0.316789361,629.07,101.78%,56.26%
11/3/2025,199832.9439,0,1,2.35,-0.5,0.258848926,632.08,101.70%,57.00%
11/4/2025,197561.0332,197561.0332,0,2.4,1.9,0.304575869,619.25,99.40%,53.82%
11/5/2025,198566.7335,198566.7335,0,2.4,1.45,0.238832719,623.28,100.42%,54.82%
11/6/2025,198566.7335,198566.7335,0,2.45,1.25,0.34949992,611.67,100.42%,51.93%
11/7/2025,199061.0122,0,1,2.25,2.4,0.198956108,609.74,100.92%,51.45%
11/10/2025,202855.9024,0,1,2.25,2.4,0.196990551,623.23,104.75%,54.81%
11/11/2025,202416.9048,0,1,-0.5,2.45,0.18532212,621.57,104.30%,54.39%
11/12/2025,203446.1342,0,1,1.8,2.5,0.254003299,621.08,105.34%,54.27%
11/13/2025,204175.0729,204175.0729,0,1.8,2.05,0.339615531,608.4,106.08%,51.12%
11/14/2025,205974.18,0,1,2,2.1,0.254579138,608.86,107.89%,51.24%
11/17/2025,206806.3513,206806.3513,0,2.45,-0.5,0.31430616,603.66,108.73%,49.94%
11/18/2025,209225.3749,209225.3749,0,2.5,-0.5,0.256221946,596.31,111.18%,48.12%
11/19/2025,213675.1988,213675.1988,0,2.25,1.55,0.263314215,599.87,115.67%,49.00%
11/20/2025,213675.1988,213675.1988,0,2.35,1.1,0.481314073,585.67,115.67%,45.48%
11/21/2025,213675.1988,213675.1988,0,-0.5,1.65,0.414845253,590.07,115.67%,46.57%
11/24/2025,213675.1988,213675.1988,0,-0.5,1.65,0.37033432,605.16,115.67%,50.32%
11/25/2025,213675.1988,213675.1988,0,1.7,-0.5,0.374912377,608.89,115.67%,51.24%
11/26/2025,213675.1988,213675.1988,0,1.7,-0.5,0.369329562,614.27,115.67%,52.58%
11/28/2025,213675.1988,213675.1988,0,1.7,-0.5,0.160045861,619.25,115.67%,53.82%
12/1/2025,214662.6651,0,1,-0.5,-0.5,0.198000714,617.17,116.66%,53.30%
12/2/2025,216522.857,0,1,-0.5,-0.5,0.180912147,622,118.54%,54.50%
12/3/2025,216592.3969,0,1,1.2,-0.5,0.158497927,623.52,118.61%,54.88%
12/4/2025,216783.6315,0,1,1.25,-0.5,0.171147985,622.94,118.80%,54.73%
12/5/2025,217489.4613,0,1,1.4,-0.5,0.199279523,625.48,119.52%,55.36%
12/8/2025,219023.5126,0,1,1.4,-0.5,0.27610307,624.28,121.06%,55.07%
12/9/2025,218504.7497,0,1,1.6,2.4,0.196355062,625.05,120.54%,55.26%
12/10/2025,218792.3754,0,1,1.4,2.2,0.198902468,627.61,120.83%,55.89%
12/11/2025,218536.7237,0,1,1.65,1.15,0.17454877,625.58,120.57%,55.39%
12/12/2025,217944.8723,217944.8723,0,2.3,2.15,0.315181291,613.62,119.98%,52.42%
12/15/2025,216752.8101,0,1,2.1,-0.5,0.295801572,610.54,118.77%,51.65%
12/16/2025,217351.2304,0,1,2.2,1.3,0.188639737,611.75,119.38%,51.95%
12/17/2025,218337.9115,218337.9115,0,2.05,0.4,0.367410238,600.41,120.37%,49.14%
12/18/2025,219077.3064,219077.3064,0,2.25,0.5,0.238194061,609.11,121.12%,51.30%
12/19/2025,219077.3064,219077.3064,0,2.25,0.5,0.159141633,617.05,121.12%,53.27%
12/22/2025,219077.3064,219077.3064,0,2.25,0.5,0.197664273,619.21,121.12%,53.81%
12/23/2025,219077.3064,219077.3064,0,1.15,2.45,0.160428226,622.11,121.12%,54.53%
12/24/2025,219077.3064,219077.3064,0,1.15,2.45,0.12899623,623.93,121.12%,54.98%
12/26/2025,218961.3609,0,1,1.15,2.45,0.167561126,623.89,121.00%,54.97%
12/29/2025,217821.7218,0,1,1.15,2.45,0.185425692,620.87,119.85%,54.22%
12/30/2025,217120.2865,0,1,1.45,1.35,0.232284163,619.43,119.14%,53.86%
12/31/2025,216376.4757,0,1,1.7,1.75,0.26624832,614.31,118.39%,52.59%
1/2/2026,218357.3554,218357.3554,0,1.25,2.1,0.281137461,613.12,120.39%,52.29%
1/5/2026,218494.7356,0,1,-0.5,-0.5,0.207374026,617.99,120.53%,53.50%
1/6/2026,220787.9798,0,1,0.5,-0.5,0.16512848,623.42,122.85%,54.85%
1/7/2026,219487.007,0,1,0.75,1.65,0.219128141,624.02,121.53%,55.00%
1/8/2026,218048.9282,0,1,1.95,1.3,0.223575975,620.47,120.08%,54.12%
1/9/2026,218379.4652,218379.4652,0,1.45,2.05,0.214876007,626.65,120.41%,55.65%
1/12/2026,219410.8808,0,1,1.05,2.45,0.166724239,627.17,121.46%,55.78%
1/13/2026,219684.5217,0,1,1.2,1.8,0.204116019,626.24,121.73%,55.55%
1/14/2026,217381.6616,0,1,2.05,-0.5,0.239771631,619.55,119.41%,53.89%
1/15/2026,218653.3308,218653.3308,0,2.4,2.5,0.252639698,621.78,120.69%,54.44%
1/16/2026,218653.3308,218653.3308,0,1.5,-0.5,0.256973537,621.26,120.69%,54.32%
1/20/2026,218538.4937,0,1,1.5,-0.5,0.264858948,608.06,120.57%,51.04%
1/21/2026,219540.197,219540.197,0,2.2,1.7,0.233797019,616.28,121.59%,53.08%
1/22/2026,219919.3989,0,1,2.1,2.15,0.188991079,620.76,121.97%,54.19%
1/23/2026,220851.5557,0,1,2.25,2,0.235966912,622.72,122.91%,54.68%
1/26/2026,220606.398,220606.398,0,1.9,2.5,0.206728371,625.46,122.66%,55.36%
1/27/2026,221907.8694,0,1,1.25,2.15,0.190200476,631.13,123.98%,56.77%
1/28/2026,222576.4591,0,1,0.9,2.15,0.215919503,633.22,124.65%,57.29%
1/29/2026,220151.1132,220151.1132,0,2.2,-0.5,0.306675157,629.43,122.20%,56.35%
1/30/2026,220313.7023,0,1,1.8,-0.5,0.284961348,621.87,122.37%,54.47%
2/2/2026,219902.1467,219902.1467,0,2.1,2.3,0.236254381,626.14,121.95%,55.53%
2/3/2026,219902.1467,219902.1467,0,1.85,2.5,0.387093287,616.52,121.95%,53.14%
2/4/2026,219902.1467,219902.1467,0,2.45,1.05,0.310577768,605.75,121.95%,50.46%
2/5/2026,219902.1467,219902.1467,0,2.15,-0.5,0.475157605,597.03,121.95%,48.30%
2/6/2026,219902.1467,219902.1467,0,-0.5,2.2,0.371426458,609.65,121.95%,51.43%
2/9/2026,219902.1467,219902.1467,0,1.9,-0.5,0.374715662,614.32,121.95%,52.59%
2/10/2026,219902.1467,219902.1467,0,2.35,-0.5,0.471521988,611.47,121.95%,51.88%
2/11/2026,219902.1467,219902.1467,0,1.5,-0.5,0.432915855,613.11,121.95%,52.29%
2/12/2026,219902.1467,219902.1467,0,2.45,-0.5,0.582889387,600.64,121.95%,49.19%
2/13/2026,219902.1467,219902.1467,0,2.3,-0.5,0.41559846,601.92,121.95%,49.51%
2/17/2026,219902.1467,219902.1467,0,2.5,1.3,0.367379867,601.3,121.95%,49.36%
2/18/2026,219902.1467,219902.1467,0,2.5,1.7,0.420908117,605.79,121.95%,50.47%
2/19/2026,219902.1467,219902.1467,0,2.4,1.3,0.371410864,603.47,121.95%,49.90%
2/20/2026,219902.1467,219902.1467,0,2.2,0.9,0.374632635,608.81,121.95%,51.22%
2/23/2026,219902.1467,219902.1467,0,2.45,-0.5,0.473157454,601.41,121.95%,49.39%
2/24/2026,219902.1467,219902.1467,0,1.05,1.8,0.3555829,607.87,121.95%,50.99%
2/25/2026,219902.1467,219902.1467,0,1.5,2.1,0.152957026,616.68,121.95%,53.18%
2/26/2026,219631.4782,0,1,1.85,-0.5,0.294060853,609.24,121.68%,51.33%
2/27/2026,220982.0482,0,1,2,1.35,0.202160841,607.29,123.04%,50.85%
3/2/2026,219109.4427,219109.4427,0,2,1.35,0.245463766,608.09,121.15%,51.04%
3/3/2026,221327.9913,0,1,2,1.35,0.230124585,601.58,123.39%,49.43%
3/4/2026,220356.441,220356.441,0,2.5,2.5,0.212438582,610.75,122.41%,51.71%
3/5/2026,222716.0123,222716.0123,0,1.35,2.3,0.263908015,608.91,124.79%,51.25%
3/6/2026,222716.0123,222716.0123,0,2.3,1.9,0.302224873,599.75,124.79%,48.97%
3/9/2026,222716.0123,222716.0123,0,2.3,1.9,0.3823446,607.76,124.79%,50.96%
3/10/2026,222716.0123,222716.0123,0,2.3,1.9,0.432432888,607.77,124.79%,50.97%
3/11/2026,222716.0123,222716.0123,0,1.8,-0.5,0.389241622,607.69,124.79%,50.95%
3/12/2026,222716.0123,222716.0123,0,2.5,-0.5,0.465752716,597.26,124.79%,48.35%
3/13/2026,222716.0123,222716.0123,0,2.45,2.25,0.447236645,593.72,124.79%,47.48%
3/16/2026,222716.0123,222716.0123,0,1.95,1.7,0.331745402,600.38,124.79%,49.13%
3/17/2026,222716.0123,222716.0123,0,2.2,2.3,0.313804376,603.31,124.79%,49.86%
3/18/2026,222716.0123,222716.0123,0,2.5,2.4,0.426655567,594.9,124.79%,47.77%
3/19/2026,222716.0123,222716.0123,0,2.35,1.45,0.307417198,593.02,124.79%,47.30%
3/20/2026,222716.0123,222716.0123,0,-0.5,1.8,0.409424592,582.06,124.79%,44.58%
3/23/2026,222716.0123,222716.0123,0,-0.5,-0.5,0.392647036,588,124.79%,46.05%
3/24/2026,222716.0123,222716.0123,0,2.35,-0.5,0.318751867,583.98,124.79%,45.06%
3/25/2026,222716.0123,222716.0123,0,-0.5,-0.5,0.314540674,587.82,124.79%,46.01%
3/26/2026,222716.0123,222716.0123,0,-0.5,1.15,0.409042328,573.79,124.79%,42.52%
3/27/2026,222716.0123,222716.0123,0,-0.5,1.15,0.394942687,562.58,124.79%,39.74%
,,,,,,,558.28,-100.00%,38.67%
,,,,,,,577.18,-100.00%,43.37%
,,,,,,,584.31,-100.00%,45.14%
,,,,,,,584.98,-100.00%,45.30%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
