day,date,train_start,train_end,threshold_date,buy_threshold,sell_threshold,strategy_return,buy_hold_return,buy_hold_start_price,buy_hold_end_price,vs_buy_hold,signals,trades,win_rate,final_value,buy_signals,sell_signals,cumulative_strategy,cumulative_buy_hold
121,2022-08-11,2022-06-28,2022-08-09,2022-08-10,1.7000000000000002,2.0,0.0,-0.14020912547528797,420.8,420.21,0.14020912547528797,48,0,0.0,10000.0,17,31,52.34943332690909,-5.3858104609010855
122,2022-08-12,2022-06-29,2022-08-10,2022-08-11,0.30000000000000004,1.2000000000000002,0.0,1.1771114584813613,422.22,427.19,-1.1771114584813613,41,0,0.0,10000.0,0,41,52.34943332690909,-3.814198545470915
123,2022-08-15,2022-06-30,2022-08-11,2022-08-12,-0.5,1.4000000000000001,0.7879757256433306,0.7879757256433306,425.14,428.49,0.0,49,1,100.0,10078.797572564334,17,32,53.549909879680314,-3.5214914552045506
124,2022-08-16,2022-07-01,2022-08-12,2022-08-15,1.5,0.9000000000000001,0.47671239279287736,0.26349050883820446,428.82,429.9499,0.2132218839546729,45,1,100.0,10047.671239279287,17,28,54.28190132919903,-3.192781392835431
125,2022-08-17,2022-07-05,2022-08-15,2022-08-16,1.7000000000000002,0.6000000000000001,0.41800918693735145,-0.632276428454781,428.61,425.9,1.0502856153921325,59,2,50.0,10041.800918693734,47,12,54.92681385053672,-4.104654042735234
126,2022-08-18,2022-07-06,2022-08-16,2022-08-17,2.0,0.9000000000000001,0.0,0.4814693033961204,425.78,427.83,-0.4814693033961204,56,0,0.0,10000.0,25,31,54.92681385053672,-3.670096593339789
127,2022-08-19,2022-07-07,2022-08-17,2022-08-18,1.4000000000000001,0.9000000000000001,-0.6579102506661716,-1.0382898754991765,425.7,421.28,0.3803796248330049,55,1,0.0,9934.208974933383,40,15,53.90753446118353,-5.144890009681857
128,2022-08-22,2022-07-08,2022-08-18,2022-08-19,1.7000000000000002,0.20000000000000007,0.0,-1.100598802395214,417.5,412.905,1.100598802395214,43,1,0.0,10000.0,42,1,53.90753446118353,-7.030599148897854
129,2022-08-23,2022-07-11,2022-08-19,2022-08-22,1.5,-0.5,0.48315432147305604,-0.5382183283855757,414.33,412.1,1.0213726498586317,36,3,66.66666666666666,10048.315432147305,26,10,54.65114536500536,-7.2118523855627785
130,2022-08-24,2022-07-12,2022-08-22,2022-08-23,1.9000000000000004,1.3,0.5069247374420938,0.7047730144843056,411.48,414.38,-0.19784827704221186,52,1,100.0,10050.69247374421,27,25,55.43511027759811,-6.698489181095624
131,2022-08-25,2022-07-13,2022-08-23,2022-08-24,0.30000000000000004,1.2000000000000002,0.841186820603057,0.36165932170912907,417.52,419.03,0.479527498893928,11,1,100.0,10084.118682060305,2,9,56.742609939843106,-5.651498435142866
132,2022-08-26,2022-07-14,2022-08-24,2022-08-25,0.30000000000000004,0.7000000000000002,-3.079301504243104,-3.4509972736404104,418.14,403.71,0.37169576939730664,78,4,50.0,9692.06984957569,61,17,51.9160323941756,-9.100938914281853
133,2022-08-29,2022-07-15,2022-08-25,2022-08-26,2.0,0.30000000000000004,0.7739303809320752,0.10940102936423113,402.19,402.63,0.6645293515678441,29,3,66.66666666666666,10077.393038093207,24,5,53.09175672238075,-9.344110958503137
134,2022-08-30,2022-07-18,2022-08-26,2022-08-29,1.9000000000000004,-0.5,-1.5754049456374375,-2.2842951633922692,406.69,397.4,0.7088902177548317,51,1,0.0,9842.459505436256,43,8,50.67994161561313,-10.521694098574741
135,2022-08-31,2022-07-19,2022-08-29,2022-08-30,2.0,-0.5,-0.27486145951194363,-1.6255479023168484,399.25,392.76,1.3506864428049048,58,2,0.0,9972.513854048806,43,15,50.26578052889673,-11.566433251525455
136,2022-09-01,2022-07-20,2022-08-30,2022-08-31,1.6,-0.5,0.3225849832397598,0.975125391450482,392.77,396.6,-0.6525404082107222,43,3,66.66666666666666,10032.258498323976,19,24,50.75051537183094,-10.701821538738654
137,2022-09-02,2022-07-21,2022-08-31,2022-09-01,2.0,1.7000000000000002,0.5533353827236409,-0.9413249211356556,396.25,392.52,1.4946603038592965,45,1,100.0,10055.333538272364,14,31,51.584671313021545,-11.620471483574635
138,2022-09-06,2022-07-22,2022-09-01,2022-09-02,-0.5,-0.5,0.11168646568933127,-1.0883596142650886,395.09,390.79,1.20004607995442,28,3,33.33333333333333,10011.168646568933,14,14,51.75397087493786,-12.00999707292909
139,2022-09-07,2022-07-25,2022-09-02,2022-09-06,1.0,1.9000000000000004,1.3882852248612965,1.5223499361430415,391.5,397.46,-0.13406471128174502,44,2,50.0,10138.82852248613,11,33,53.860748830734934,-10.508184540562448
140,2022-09-08,2022-07-26,2022-09-06,2022-09-07,1.9000000000000004,2.0,0.0,1.03549923156383,396.91,401.02,-1.03549923156383,56,0,0.0,10000.0,15,41,53.860748830734934,-9.70661743183302
141,2022-09-09,2022-07-27,2022-09-07,2022-09-08,-0.5,1.7000000000000002,1.0390487764349476,1.2147559309402478,402.55,407.44,-0.17570715450530017,38,2,100.0,10103.904877643494,6,32,55.45943705887433,-8.261094724517593
142,2022-09-12,2022-07-28,2022-09-08,2022-09-09,-0.5,1.6,0.8954857703630914,0.7669312947172324,408.12,411.25,0.12855447564585898,54,1,100.0,10089.54857703631,16,38,56.85155419642311,-7.4032377907369495
143,2022-09-13,2022-07-29,2022-09-09,2022-09-12,1.8000000000000003,-0.5,0.0,-4.713918899278136,412.82,393.36,4.713918899278136,39,0,0.0,10000.0,19,20,56.85155419642311,-11.431337671402508
144,2022-09-14,2022-08-01,2022-09-12,2022-09-13,2.0,-0.5,1.0137855869759127,0.015188335358451432,395.04,395.1,0.9985972516174613,45,2,100.0,10101.378558697592,31,14,58.44169264581416,-11.039560489045996
145,2022-09-15,2022-08-02,2022-09-13,2022-09-14,2.0,-0.5,0.28640185870134616,-1.838440111420614,394.9,387.64,2.12484197012196,65,6,50.0,10028.640185870134,47,18,58.895472598509656,-12.719248868574518
146,2022-09-16,2022-08-03,2022-09-14,2022-09-15,2.0,-0.5,0.32170498889489973,0.4801827289952598,385.27,387.12,-0.1584777401003601,57,2,100.0,10032.17049888949,37,20,59.4066472609872,-12.836331704681058
147,2022-09-19,2022-08-04,2022-09-15,2022-09-16,-0.5,-0.09999999999999998,0.23501467273634447,1.743715575974325,383.09,389.77,-1.5087009032379806,33,3,66.66666666666666,10023.501467273634,6,27,59.781276271367574,-12.239659559138094
148,2022-09-20,2022-08-05,2022-09-16,2022-09-19,1.6,1.4000000000000001,-1.0429909451781016,-1.6731116267079016,387.9,381.41,0.6301206815297999,47,1,0.0,9895.70090548219,44,3,58.1147720277672,-14.121991308851001
149,2022-09-21,2022-08-08,2022-09-19,2022-09-20,1.9000000000000004,1.8000000000000003,0.0,-2.9286970920004096,386.52,375.2,2.9286970920004096,22,0,0.0,10000.0,13,9,58.1147720277672,-15.520230563123416
150,2022-09-22,2022-08-09,2022-09-20,2022-09-21,2.0,1.3,0.9498581901856928,-0.3381144834508687,378.57,377.29,1.2879726736365615,45,1,100.0,10094.98581901857,19,26,59.616638139766394,-15.049647625695172
151,2022-09-23,2022-08-10,2022-09-21,2022-09-22,2.0,1.4000000000000001,-0.10274713389574197,-1.3697528547686688,373.06,367.95,1.2670057208729268,50,1,0.0,9989.725286610426,44,6,59.45263661885704,-17.152635489608905
152,2022-09-26,2022-08-11,2022-09-22,2022-09-23,1.8000000000000003,-0.5,0.0,-0.5583548958191353,367.15,365.1,0.5583548958191353,39,0,0.0,10000.0,22,17,59.45263661885704,-17.794339495192844
153,2022-09-27,2022-08-12,2022-09-23,2022-09-26,1.4000000000000001,1.5,0.5548505545837745,-1.332574957341337,369.21,364.29,1.8874255119251115,27,2,100.0,10055.485055458377,9,18,60.33736045743524,-17.976718528358802
154,2022-09-28,2022-08-15,2022-09-26,2022-09-27,1.6,2.0,-0.09691264017719359,2.3618994877474764,361.15,369.68,-2.45881212792467,51,1,0.0,9990.30873598228,10,41,60.18197328822549,-16.763109900254424
155,2022-09-29,2022-08-16,2022-09-27,2022-09-28,1.3,1.9000000000000004,0.5636932280734808,-0.5595741776989294,366.35,364.3,1.1232674057724101,26,2,100.0,10056.369322807348,22,4,61.08490822424571,-17.97446693535676
156,2022-09-30,2022-08-17,2022-09-28,2022-09-29,2.0,-0.5,-0.4548738792398255,-2.226654281186813,366.02,357.87,1.7717804019469874,43,3,66.66666666666666,9954.512612076018,34,9,60.35217505333617,-19.422241235674242
157,2022-10-03,2022-08-18,2022-09-29,2022-09-30,1.7000000000000002,2.0,1.8812860907103213,3.0021864663340114,356.74,367.45,-1.1209003756236902,37,1,100.0,10188.128609071033,6,31,63.368858218766064,-17.265215139711344
158,2022-10-04,2022-08-19,2022-09-30,2022-10-03,-0.5,2.0,1.4510264098015702,1.360397902943955,371.95,377.01,0.09062850685761514,41,3,66.66666666666666,10145.102640980156,23,18,65.73938349691164,-15.112692229752556
159,2022-10-05,2022-08-22,2022-10-03,2022-10-04,0.7000000000000002,-0.5,0.4862148911148667,0.8393061735631813,375.31,378.46,-0.35309128244831456,53,5,60.0,10048.621489111487,26,27,66.5452330599156,-14.78621124445546
160,2022-10-06,2022-08-23,2022-10-04,2022-10-05,-0.5,-0.5,0.36056180078303246,-0.9606173496540804,375.8,372.19,1.3211791504371129,43,5,60.0,10036.056180078303,33,10,67.14573155135471,-16.197960056740147
161,2022-10-07,2022-08-24,2022-10-05,2022-10-06,1.7000000000000002,0.8,-0.19906845998252098,-2.729861894782104,372.18,362.02,2.530793434799583,46,2,50.0,9980.093154001748,39,7,66.81299711762892,-18.487830139823924
162,2022-10-10,2022-08-25,2022-10-06,2022-10-07,1.9000000000000004,-0.5,0.2694048252610548,0.27409396716409073,361.19,362.18,-0.004689141903035932,40,3,66.66666666666666,10026.940482526106,28,12,67.2623993810264,-18.451804651791136
163,2022-10-11,2022-08-26,2022-10-07,2022-10-10,1.9000000000000004,-0.5,-1.8207796154182665,0.02513966480446328,358.0,358.09,-1.8459192802227298,73,4,0.0,9817.922038458173,34,39,64.2169197088372,-19.372706189629163
164,2022-10-12,2022-08-29,2022-10-10,2022-10-11,1.7000000000000002,2.0,-0.1873758984254903,-0.745313977418105,359.58,356.9,0.5579380789926147,17,1,0.0,9981.262410157451,2,15,63.909216780166076,-19.64064575687299
165,2022-10-13,2022-08-30,2022-10-11,2022-10-12,1.8000000000000003,1.0,1.3319172144558689,1.9698870765370025,358.65,365.715,-0.6379698620811336,20,1,100.0,10133.191721445588,6,14,66.09235185454091,-17.655866525566843
166,2022-10-14,2022-08-31,2022-10-12,2022-10-13,0.7000000000000002,0.9000000000000001,-1.5961544947504236,-2.3013698630136914,365.0,356.6,0.7052153682632678,34,4,50.0,9840.384550524957,25,9,63.441261314977965,-19.70819354693445
167,2022-10-17,2022-09-01,2022-10-13,2022-10-14,2.0,1.7000000000000002,0.0,2.3014577743354137,361.51,369.83,-2.3014577743354137,40,0,0.0,10000.0,1,39,63.441261314977965,-16.729336005223693
168,2022-10-18,2022-09-02,2022-10-14,2022-10-17,-0.5,2.0,-0.05318357503681925,0.5498484564010475,372.83,374.88,-0.6030320314378668,52,3,66.66666666666666,9994.681642496318,14,38,63.35433740912541,-15.59228153918898
169,2022-10-19,2022-09-06,2022-10-17,2022-10-18,1.5,1.5,0.0,-1.2241054613935987,371.7,367.15,1.2241054613935987,47,0,0.0,10000.0,43,4,63.35433740912541,-17.332762929772816
170,2022-10-20,2022-09-07,2022-10-18,2022-10-19,1.2000000000000002,-0.5,0.6473842132894703,-0.700845377692938,366.7,364.13,1.3482295909824082,48,2,100.0,10064.738421328946,23,25,64.41186760123568,-18.0127440163916
171,2022-10-21,2022-09-08,2022-10-19,2022-10-20,1.1,1.8000000000000003,1.0377512665468158,3.1626092213002055,363.94,375.45,-2.1248579547533897,60,1,100.0,10103.775126654682,16,44,66.11805383962079,-15.463940738072191
172,2022-10-24,2022-09-09,2022-10-20,2022-10-21,-0.5,2.0,0.0,1.599335619374198,373.28,379.25,-1.599335619374198,30,0,0.0,10000.0,0,30,66.11805383962079,-14.608335397293581
173,2022-10-25,2022-09-12,2022-10-21,2022-10-24,-0.5,-0.5,0.2148112636626509,0.6902753167067788,378.11,380.72,-0.47546405304412787,57,4,75.0,10021.481126366265,24,33,66.47489413024547,-14.277351225992385
174,2022-10-26,2022-09-13,2022-10-24,2022-10-25,-0.5,2.0,-0.16551166977122334,0.26380400146266414,382.86,383.87,-0.4293156712338875,76,5,80.0,9983.448833022878,38,38,66.19935875322062,-13.568099430346969
175,2022-10-27,2022-09-14,2022-10-25,2022-10-26,1.7000000000000002,1.6,0.6682389937106903,-1.5531598318932804,383.09,377.14,2.2213988256039707,38,1,100.0,10066.82389937107,28,10,67.30996767570676,-15.083421520725915
176,2022-10-28,2022-09-15,2022-10-26,2022-10-27,1.4000000000000001,1.9000000000000004,0.0,2.8845646785846224,379.26,390.2,-2.8845646785846224,36,0,0.0,10000.0,2,34,67.30996767570676,-12.142841060049992
177,2022-10-31,2022-09-16,2022-10-27,2022-10-28,0.4,-0.5,-0.03416959519283447,-0.007739738396850271,387.61,387.58,-0.026429856795984197,33,3,33.33333333333333,9996.583040480717,15,18,67.25279853703472,-12.732758426586809
178,2022-11-01,2022-09-19,2022-10-28,2022-10-31,-0.5,1.2000000000000002,0.3060968881054116,-1.1177921677459235,389.16,384.81,1.423889055851335,39,3,66.66666666666666,10030.609688810542,8,31,67.7647541486258,-13.35644968815437
179,2022-11-02,2022-09-20,2022-10-31,2022-11-01,0.9000000000000001,2.0,0.9118315463203075,-0.24979886325295908,385.31,384.3475,1.1616304095732666,46,2,50.0,10091.183154632032,24,22,69.29448610055965,-13.46058586449913
180,2022-11-03,2022-09-21,2022-11-01,2022-11-02,1.7000000000000002,-0.5,0.0,-1.2615688261808922,374.93,370.2,1.2615688261808922,54,0,0.0,10000.0,48,6,69.29448610055965,-16.646027064147884
181,2022-11-04,2022-09-22,2022-11-02,2022-11-03,1.0,1.9000000000000004,2.3990816046760566,0.6981596404879165,373.84,376.45,1.7009219641881401,53,3,100.0,10239.908160467607,25,28,73.35599897432905,-15.238781437867289
182,2022-11-07,2022-09-23,2022-11-03,2022-11-04,0.6000000000000001,2.0,0.7802787843520953,0.897537728355835,377.7,381.09,-0.1172589440037397,34,1,100.0,10078.02787843521,14,20,74.70865905572737,-14.194042284916586
183,2022-11-08,2022-09-26,2022-11-04,2022-11-07,2.0,1.8000000000000003,0.6116354563774129,0.18638105738435495,380.94,381.65,0.42525439899305795,41,2,50.0,10061.16354563774,15,26,75.77723915987374,-14.067953076801842
184,2022-11-09,2022-09-27,2022-11-07,2022-11-08,2.0,-0.5,-0.01599297749302897,-1.7355740240673323,381.43,374.81,1.7195810465743033,56,5,80.0,9998.400702250698,46,10,75.74912714557703,-15.608042690203316
185,2022-11-10,2022-09-28,2022-11-08,2022-11-09,-0.5,1.9000000000000004,5.164319278672114,5.583999999999989,375.0,395.94,-0.41968072132787526,64,3,100.0,10516.431927867212,11,53,84.82537320085402,-10.850426676873893
186,2022-11-11,2022-09-29,2022-11-09,2022-11-10,0.7000000000000002,2.0,1.3051871154794448,1.1973313716039824,394.21,398.93,0.10785574387546237,34,2,100.0,10130.518711547944,6,28,87.23769015800835,-10.177200369261252
187,2022-11-14,2022-09-30,2022-11-10,2022-11-11,1.0,1.0,-0.4704971513526779,-0.5085599194360468,397.2,395.18,0.03806276808336895,37,1,0.0,9952.950284864732,12,25,86.35674215955638,-11.021547745029602
188,2022-11-15,2022-10-03,2022-11-11,2022-11-14,1.5,2.0,0.35054094267774616,-0.25147742990067057,397.65,396.65,0.6020183725784167,28,1,100.0,10035.054094267774,7,21,87.00999884026601,-10.690563573728419
189,2022-11-16,2022-10-04,2022-11-14,2022-11-15,1.8000000000000003,0.6000000000000001,-0.18858771466344626,-0.7337289960684168,399.33,396.4,0.5451412814049705,46,1,0.0,9981.141228533656,25,21,86.65732095726102,-10.746853398779644
190,2022-11-17,2022-10-05,2022-11-15,2022-11-16,1.7000000000000002,1.1,1.0109800107496625,-0.17200384479181263,395.34,394.66,1.1829838555414751,55,1,100.0,10101.098001074966,31,24,88.54438916073977,-11.138630581136145
191,2022-11-18,2022-10-06,2022-11-16,2022-11-17,1.2000000000000002,1.7000000000000002,0.0,0.0759609054539867,394.94,395.24,-0.0759609054539867,48,0,0.0,10000.0,5,43,88.54438916073977,-11.008038187017311
192,2022-11-21,2022-10-07,2022-11-17,2022-11-18,0.7000000000000002,1.5,0.1776424311635605,0.1776424311635605,394.05,394.75,0.0,39,1,100.0,10017.764243116357,18,21,88.8793239974674,-11.118366244117716
193,2022-11-22,2022-10-10,2022-11-18,2022-11-21,-0.5,1.7000000000000002,1.4452699104946731,1.4452699104946953,394.39,400.09,-2.220446049250313e-14,40,1,100.0,10144.526991049468,15,25,91.60914003434851,-9.916015581023574
194,2022-11-23,2022-10-11,2022-11-21,2022-11-22,1.1,1.9000000000000004,0.7776944236059125,0.6518481518481556,400.4,403.01,0.12584627175775687,44,1,100.0,10077.769442360592,12,32,93.09927363151488,-9.258550424425282
195,2022-11-25,2022-10-12,2022-11-22,2022-11-23,1.2000000000000002,1.6,0.030014475083639525,-0.15884834946636728,402.9,402.26,0.1888628245500068,56,1,100.0,10003.001447508364,38,18,93.15723136488572,-9.427419899578949
196,2022-11-28,2022-10-13,2022-11-23,2022-11-25,1.3,0.7000000000000002,0.32947253526864895,-0.8476483384592282,399.93,396.54,1.177120873727877,52,1,100.0,10032.947253526865,39,13,93.79363139211833,-10.715331096750946
197,2022-11-29,2022-10-14,2022-11-25,2022-11-28,1.6,1.1,0.0,-0.5881465842256128,397.86,395.52,0.5881465842256128,38,0,0.0,10000.0,22,16,93.79363139211833,-10.944993582959949
198,2022-11-30,2022-10-17,2022-11-28,2022-11-29,1.4000000000000001,1.4000000000000001,0.0,2.991927346115042,396.4,408.26,-2.991927346115042,47,0,0.0,10000.0,9,38,93.79363139211833,-8.076464098349579
199,2022-12-01,2022-10-18,2022-11-29,2022-11-30,2.0,1.7000000000000002,0.0,-0.25535885284945214,407.27,406.23,0.25535885284945214,26,0,0.0,10000.0,14,12,93.79363139211833,-8.533537477765519
200,2022-12-02,2022-10-19,2022-11-30,2022-12-01,1.5,1.5,0.0,-0.3706067150991532,407.44,405.93,0.3706067150991532,15,0,0.0,10000.0,2,13,93.79363139211833,-8.60108526782698
